title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Peppermint,movie,"Action, Thriller",2018,tt6850820,6.5,73368,
"Charlie's Angels",movie,"Action, Adventure, Comedy",2019,tt5033998,5,82721,
"Life After: Chernobyl",movie,Documentary,2016,tt5653604,5.6,206,
"Never-Ending Man: Hayao Miyazaki",movie,"Biography, Documentary",2016,tt6848624,6.8,980,
"T.J. Miller: Meticulously Ridiculous",movie,Comedy,2017,tt7094312,4.9,435,
"The Perfect Bride",movie,"Comedy, Romance",2017,tt6874542,6.5,1909,
Agnelli,movie,Documentary,2017,tt6798422,7.5,982,
"Truth or Dare",movie,"Horror, Mystery, Thriller",2018,tt6772950,5.2,69747,
"Lego DC Super Hero Girls: Brain Drain",movie,"Action, Adventure, Animation",2017,tt7158814,5.1,550,
"Do It Like An Hombre",movie,Comedy,2017,tt6046212,5.6,1408,
"Mortal Kombat",movie,"Action, Adventure, Fantasy",2021,tt0293429,6.1,196586,
"A Marriage Story",movie,Documentary,2017,tt6542176,7.5,82,
"That Good Night",movie,Drama,2017,tt5271794,6.6,772,
"Lego Scooby-Doo! Blowout Beach Bash",movie,"Adventure, Animation, Comedy",2017,tt6946580,5.6,959,
"Planeta Petrila",movie,Documentary,2016,tt6432808,8,733,
"100% Coco",movie,Drama,2017,tt5803528,5.1,1292,
"Max Steel Team Turbo: Fusion Tek",movie,"Action, Adventure, Animation",2016,tt6447410,7,81,
"Dead Reckoning",movie,Thriller,2020,tt4194558,3.8,1153,
"Wonder Woman 1984",movie,"Action, Adventure, Fantasy",2020,tt7126948,5.4,301636,
"Born Without Limbs",movie,"Biography, Documentary",2015,tt4819986,7.1,29,
"The Words That Built America",movie,Documentary,2017,tt7370322,6,106,
"Batman vs. Two-Face",movie,"Action, Animation, Comedy",2017,tt6142314,6.2,4781,
"Cantantes en Guerra",movie,"Comedy, Music",2017,tt7066244,2.8,196,
Mosquito,movie,Documentary,2017,tt6966552,7.7,114,
"The White World According to Daliborek",movie,Documentary,2017,tt7086512,6.6,272,
"9/11: Fifteen Years Later",movie,"Documentary, History",2016,tt7168902,8.5,166,
"The Informer",movie,"Action, Crime, Drama",2019,tt1833116,6.6,44402,
Impromptu,movie,"Animation, Short",2018,tt27626121,,,
"The Rhythm Section",movie,"Action, Drama, Mystery",2020,tt7134096,5.4,20519,
Spielberg,movie,"Biography, Documentary",2017,tt7133092,7.7,8658,
"Diana, Our Mother: Her Life and Legacy",movie,Documentary,2017,tt7026662,7.6,604,
"Little Crusader",movie,"Drama, History",2017,tt3474438,5.6,121,
"Eighty Letters",movie,"Drama, Family",2011,tt1821561,6.6,76,
"Bad Samaritan",movie,"Crime, Drama, Horror",2018,tt3203528,6.4,27185,
Unsane,movie,"Drama, Horror, Mystery",2018,tt7153766,6.4,51490,
"How to Break Up with Your Douchebag",movie,Comedy,2017,tt5473706,5.1,841,
"In the Heights",movie,"Drama, Musical, Romance",2021,tt1321510,7.2,54171,
"The Professor",movie,"Comedy, Drama",2018,tt6865690,6.7,39410,
Tueurs,movie,"Crime, Drama, Thriller",2017,tt6901252,6.1,1711,
"Breaking News",movie,Drama,2017,tt6957004,6.1,424,
"George Lopez: The Wall, Live from Washington D.C.",movie,"Comedy, Documentary",2017,tt7259600,6,256,
"Secrets of SEAL Team Six",movie,"Documentary, War",2011,tt1969126,7.4,84,
"Seoul, 1988",movie,"Documentary, Sport",1989,tt15146486,6,16,
"Atlanta's Olympic Glory",movie,"Documentary, Sport",1997,tt0117237,6.9,89,
"Batman: Gotham by Gaslight",movie,"Action, Adventure, Animation",2018,tt7167630,6.7,19813,
Montana,movie,"Drama, Western",1990,tt0100180,4.8,253,
"One Year in a Life of Crime",movie,"Crime, Documentary",1989,tt0382883,7.6,357,
Mariphasa,movie,Drama,2017,tt6546838,5.1,87,
Barefoot,movie,"Comedy, Drama",2017,tt5785056,6.7,929,
"The Final Year",movie,Documentary,2017,tt7215444,6.6,3427,
"Life of Crime 2",movie,Documentary,1998,tt0181654,8.1,286,
"The Souvenir",movie,"Drama, Romance",2019,tt6920356,6.4,15113,
Traffik,movie,"Action, Thriller",2018,tt5670152,5.9,22198,
"Arthur Miller: Writer",movie,"Biography, Documentary",2017,tt7302488,7.3,590,
"Princess Diana: Tragedy or Treason?",movie,Documentary,2017,tt7200890,6.8,147,
"Teen Titans GO! To the Movies",movie,"Action, Adventure, Animation",2018,tt7424200,6.7,22719,
"All I Want for Christmas Is You",movie,"Animation, Comedy, Family",2017,tt6678950,5.4,1409,
"Different Worlds: A Story of Interracial Love",movie,"Adventure, Comedy, Drama",1992,tt0132087,7.1,27,
"The Sweetest Christmas",movie,"Comedy, Drama, Romance",2017,tt7030432,6.3,2888,
"Christmas in the Air",movie,"Comedy, Romance",2017,tt6605352,6.2,1589,
"The Christmas Train",movie,"Drama, Romance",2017,tt7370936,6.4,3732,
"Christmas Connection",movie,"Comedy, Drama, Family",2017,tt7630836,6.4,2150,
"In Fabric",movie,"Comedy, Drama, Fantasy",2018,tt7464188,6.2,14853,
"The Other Side of Everything",movie,"Biography, Documentary",2017,tt7218812,8,1285,
"Troll: The Tale of a Tail",movie,"Adventure, Animation, Family",2018,tt6469892,5,206,
"Switched for Christmas",movie,"Drama, Romance",2017,tt7038606,6.6,3609,
"Monster Beach",movie,"Adventure, Animation, Comedy",2014,tt3906648,7.2,58,
"Ferrari: Race to Immortality",movie,"Documentary, Sport",2017,tt6622186,6.9,1574,
"Maquia: When the Promised Flower Blooms",movie,"Adventure, Animation, Drama",2018,tt7339826,7.4,9563,
"Backstabbing for Beginners",movie,"Drama, History, Mystery",2018,tt5153288,6.3,6157,
"FC Roma",movie,Documentary,2016,tt15748334,5.7,9,
"Bergman Island",movie,"Comedy, Drama, Romance",2021,tt6910282,6.6,10973,
"Tom & Jerry's 50th Birthday Bash",movie,"Animation, Documentary, Comedy, TV Movie",1990,,,,
"Perfect Health",movie,"Drama, Thriller",2017,tt5120010,5.1,342,
"The Emperor of Paris",movie,"Adventure, Crime, History",2018,tt7025976,6.3,6474,
Hush...,movie,Drama,2013,tt2783156,5.9,218,
"The Newspaperman: The Life and Times of Ben Bradlee",movie,Documentary,2017,tt7657972,7.3,572,
"The Robot Chicken Walking Dead Special: Look Who's Walking",movie,"Adventure, Animation, Comedy",2017,tt7431922,8.2,448,
"Atomic Homefront",movie,Documentary,2017,tt6829446,7.4,579,
"One More Chance",movie,"Comedy, Drama",2005,tt0493164,5.6,79,
"Escape Plan: The Extractors",movie,"Action, Crime, Thriller",2019,tt6772804,4.4,18260,
"The Curse of La Llorona",movie,"Horror, Mystery, Thriller",2019,tt4913966,5.3,61077,
Dreamland,movie,"Drama, Thriller, Western",2019,tt5294522,5.9,8818,
"The Anniversary",movie,Drama,2017,tt4828492,6.8,267,
"Creed II",movie,"Action, Drama, Sport",2018,tt6343314,7.1,162067,
"Christmas at Holly Lodge",movie,"Comedy, Drama, Romance",2017,tt7557728,6.5,1987,
"Letter to Santa 3",movie,"Comedy, Romance",2017,tt7128042,5.5,1147,
"The Addams Family",movie,"Animation, Comedy, Family",2019,tt1620981,5.8,46968,
"Who's Who in Mycology",movie,"Adventure, Animation, Comedy",2016,tt6289958,7.4,29,
"The Call of the Wild",movie,"Adventure, Drama, Family",2020,tt7504726,6.7,61073,
"Gosto Se Discute",movie,"Comedy, Drama",2017,tt8034378,5,261,
"Love Revisited",movie,Drama,2017,tt3296558,6.2,166,
Meciar,movie,Documentary,2017,tt7390216,7.2,291,
"Agente Ñero Ñero 7: Comando jungla",movie,"Comedy, Action, Family",2017,,,,
"War Dog: A Soldier's Best Friend",movie,Documentary,2017,tt7211010,7.5,325,
Totem,movie,"Horror, Mystery, Thriller",2017,tt6791238,4.5,2490,
"A Simple Favor",movie,"Comedy, Crime, Mystery",2018,tt7040874,6.8,176327,
Vechtmeisje,movie,"Action, Drama, Family",2018,tt4187366,6.3,351,
"15 Minutes of War",movie,"Action, Drama, History",2019,tt8060774,6.4,3550,
"Scooby-Doo & Batman: The Brave and the Bold",movie,"Action, Animation, Comedy",2018,tt7578566,6.5,3464,
"Close Enemies",movie,"Drama, Thriller",2018,tt6527586,6.4,3120,
"Michelle Wolf: Nice Lady",movie,Comedy,2017,tt7666792,7.3,1216,
"The Walk",movie,"Crime, Thriller",2015,tt2159988,6,146,"AG, BB, BS, HN, NI, TT, US"
"Batman Ninja",movie,"Action, Animation, Sci-Fi",2018,tt7451284,5.6,23010,
Like.Share.Follow.,movie,"Horror, Thriller",2017,tt7441032,5.1,2572,
"I Am Hercules",movie,Documentary,2016,tt6507348,6.5,40,
"Looking for Teddy",movie,Comedy,2018,tt6832138,5.4,872,
"The Guilty",movie,"Crime, Drama, Thriller",2018,tt6742252,7.5,67010,
"Killer Sharks: The Attacks of Black December",movie,Documentary,2011,tt2133253,7,42,
"Suicide Squad: Hell to Pay",movie,"Action, Animation, Fantasy",2018,tt7167602,7,18132,
"The Death of Superman",movie,"Action, Animation, Fantasy",2018,tt7167658,7.3,20690,
"Reign of the Supermen",movie,"Action, Adventure, Animation",2019,tt7167686,6.8,19083,
"The Kitchen",movie,"Action, Crime, Drama",2019,tt5822564,5.6,23544,
"A Woman Captured",movie,Documentary,2017,tt7240516,7.9,566,
"Happening: A Clean Energy Revolution",movie,Documentary,2017,tt7212266,6.3,270,
"Trading Germans",movie,Documentary,2014,tt4081852,7.4,122,
"The Hummingbird Project",movie,"Drama, Thriller",2018,tt6866224,6.2,17074,
"The Kill Team",movie,"Action, Biography, Drama",2019,tt6196936,6,8334,
"Kiss & Tell",movie,"Comedy, Drama",2018,tt8763008,5.6,592,
"Jane Fonda in Five Acts",movie,"Biography, Documentary",2018,tt7689958,8,2837,
"Green Book",movie,"Biography, Comedy, Drama",2018,tt6966692,8.2,632276,
"Christmas Next Door",movie,"Family, Romance",2017,tt7616668,6.5,3091,
"Iceman: The Time Traveller",movie,"Action, Adventure, Comedy",2018,tt2993848,4,1137,
"Photo de famille",movie,"Comedy, Drama",2018,tt6665904,5.8,960,
"Stories from the Chestnut Woods",movie,Drama,2019,tt5905336,6.4,499,
"Kusama: Infinity",movie,Documentary,2018,tt1893269,7.3,1284,
"Traffic Stop",movie,"Documentary, Short",2017,tt7874708,5.5,1091,
Judy,movie,"Biography, Drama, Music",2019,tt7549996,6.8,56572,
"Instant Family",movie,"Comedy, Drama",2018,tt7401588,7.3,127027,
"Gloria Bell",movie,"Comedy, Drama, Music",2018,tt6902696,6.3,13521,
"Skate Kitchen",movie,Drama,2018,tt7545566,6.8,5057,
"Notes from the Field",movie,Drama,2018,tt7722000,6.6,376,
"The Anniversary",movie,,2017,,,,
Resistance,movie,"Biography, Drama, History",2020,tt6914122,6.5,9546,
Dorst,movie,"Comedy, Drama",2018,tt5933840,6.1,174,
"A Christmas Carol Goes Wrong",movie,Comedy,2017,tt7766092,7.4,1168,
Luce,movie,"Drama, Mystery, Thriller",2019,tt7616148,6.6,15673,
"The Sentence",movie,"Crime, Documentary",2018,tt7689926,7,637,
"King In The Wilderness",movie,Documentary,2018,tt7689960,8,953,
"Robin Williams: Come Inside My Mind",movie,"Biography, Comedy, Documentary",2018,tt7689966,7.9,9693,
"Nothing Like Before",movie,Documentary,2017,tt7739454,6.2,48,
"Ted - Show Me Love",movie,"Biography, Drama, Music",2018,tt6204018,7,4349,
"Nadie Sabe para quien trabaja",movie,Comedy,2017,tt7939564,4.8,63,
Hereditary,movie,"Drama, Horror, Mystery",2018,tt7784604,7.3,417612,
"A Murder in Mansfield",movie,"Crime, Documentary",2017,tt7561086,7,233,
"Birds of Prey and the Fantabulous Emancipation of One Harley Quinn",movie,"Action, Comedy, Crime",2020,tt7713068,6.1,273716,
Parasite,movie,"Drama, Thriller",2019,tt6751668,8.5,1056620,
"The Number on Great-Grandpa's Arm",movie,"Documentary, Short",2018,tt7758866,7.6,339,
"Triangle of Sadness",movie,"Comedy, Drama",2022,tt7322224,7.3,201623,
"The Resistance Banker",movie,"Biography, Drama, War",2018,tt4610378,6.9,11091,
"A tu lado",movie,Comedy,2018,tt6809956,6.3,51,
"Taxing Love",movie,"Comedy, Romance",2018,tt7205938,5.7,664,
"Chile 8.8",movie,Documentary,2010,tt7258208,6.2,14,
"Never Grow Old",movie,"Drama, Western",2019,tt1158939,6,5182,
"La boda de Valentina",movie,"Comedy, Romance",2018,tt4823538,4.7,770,
"Touch Me Not",movie,Drama,2018,tt4949112,5.6,3106,
"How They Got Over",movie,"Documentary, Music",2018,tt6839684,8.3,92,
"Dora and the Lost City of Gold",movie,"Action, Adventure, Comedy",2019,tt7547410,6.1,36996,
"Underfist: Halloween Bash",movie,"Action, Adventure, Animation",2008,tt1327772,6.9,242,
"Aristotle and Dante Discover the Secrets of the Universe",movie,Drama,2022,tt9428746,7.2,2993,
"The Interpreter",movie,"Comedy, Drama",2018,tt7368554,6.8,607,
"When the War Comes",movie,Documentary,2018,tt7925504,6.4,168,
"Ramen Shop",movie,Drama,2018,tt6720618,6.8,2569,
"The Wedding Guest",movie,"Action, Thriller",2018,tt7645780,5.8,7029,
Primal,movie,"Action, Thriller",2019,tt7394816,4.9,11931,
Charlatan,movie,"Biography, Drama, History",2020,tt6028620,6.8,3427,
"A Beautiful Day in the Neighborhood",movie,"Biography, Drama, Family",2019,tt3224458,7.2,91582,
Scarygirl,movie,"Adventure, Animation, Fantasy",2023,tt4556264,5.3,641,
"Escape from Pretoria",movie,"Action, Biography, Crime",2020,tt5797184,6.8,47043,
"She Came to Me",movie,"Comedy, Drama, Music",2023,tt6689014,6,8113,
"Second Act",movie,"Comedy, Drama, Romance",2018,tt2126357,5.8,31414,
"Si saben cómo me pongo ¿pa' qué me invitan?",movie,Comedy,2018,tt7940122,4.5,257,
"Rosa & Dara a jejich dobrodruzství",movie,Animation,2015,tt6419668,,,
"The Mule",movie,"Crime, Drama, Thriller",2018,tt7959026,7,160427,
"I Want to Eat Your Pancreas",movie,"Animation, Drama, Family",2018,tt7236034,8.1,29630,
"Motherless Brooklyn",movie,"Crime, Drama, Mystery",2019,tt0385887,6.8,64734,
"The Whistlers",movie,"Comedy, Crime, Drama",2019,tt7921248,6.3,6815,
Rocketman,movie,"Biography, Drama, Music",2019,tt2066051,7.3,203272,
Empowered,movie,Comedy,2018,tt6981702,5.7,2697,
"Death on the Nile",movie,"Crime, Drama, Mystery",2022,tt7657566,6.3,201034,
"Pope Francis: A Man of His Word",movie,"Biography, Documentary",2018,tt6915100,6.6,2459,
Riot,movie,"Drama, History, Romance",2018,tt7328908,6.7,728,
Bent,movie,"Action, Crime, Drama",2018,tt2237324,5.2,6641,
Prospect,movie,"Adventure, Drama, Sci-Fi",2018,tt7946422,6.3,37467,
"Comic Sans",movie,"Comedy, Drama, Romance",2018,tt7640198,6.9,1323,
O.G.,movie,Drama,2018,tt7897102,6.2,3056,
Nekrotronic,movie,"Action, Comedy, Drama",2018,tt7453418,5.6,4092,
"Nostromo: El sueño imposible de David Lean",movie,Documentary,2017,tt7947298,7.1,112,
Climax,movie,"Drama, Horror, Music",2018,tt8359848,6.9,85122,
"Five Nights at Freddy's",movie,"Horror, Mystery, Thriller",2023,tt4589218,5.4,111791,
"Dead Shot",movie,"Action, Thriller",2023,tt8019518,5.5,3171,
Whitney,movie,"Biography, Documentary, Drama",2018,tt5740866,7.3,8184,
Attraction,movie,"Comedy, Romance",2018,tt7474996,5.9,590,
"K2. Touching the Sky",movie,"Documentary, Family, Sport",2015,tt4477456,5.9,131,
"Plus One",movie,"Comedy, Drama, Romance",2019,tt7645122,6.6,18210,
Burn,movie,"Comedy, Crime, Thriller",2019,tt8009314,5.7,8097,
"No One",movie,"Drama, Mystery, Romance",2017,tt4614304,5.7,352,
"Falling for Figaro",movie,"Comedy, Romance",2020,tt7392014,6.5,4669,
"Harvie and the Magic Museum",movie,"Adventure, Animation, Comedy",2017,tt6489160,4.1,349,
Alone,movie,"Drama, Mystery, Thriller",2020,tt7711170,6.2,33189,
"The True Adventures of Wolfboy",movie,"Adventure, Crime, Drama",2019,tt7262384,5.7,1036,
"Portugal Não Está à Venda",movie,Comedy,2019,tt2509730,2.9,132,
"All Inclusive",movie,Comedy,2019,tt8129966,3.3,777,
"United Skates",movie,Documentary,2018,tt4009728,7.2,671,
Olga,movie,Documentary,2014,tt6234028,5.6,14,
"Století Miroslava Zikmunda",movie,Documentary,2014,tt4240038,8,66,
"The Good Liar",movie,"Crime, Drama, Mystery",2019,tt5563334,6.7,51612,
"Momentum Generation",movie,Documentary,2018,tt8106568,8.1,1433,
"Say Her Name: The Life and Death of Sandra Bland",movie,Documentary,2018,tt8106584,7.1,768,
Crawl,movie,"Action, Horror, Thriller",2019,tt8364368,6.1,98754,
"Native Son",movie,Drama,2019,tt6566768,5.7,2944,
"Jumanji: The Next Level",movie,"Action, Adventure, Comedy",2019,tt7975244,6.6,302496,
Martinez,movie,"Comedy, Drama",2023,tt11225438,6.1,98,
Leviano,movie,"Crime, Drama, Mystery",2018,tt5218736,4.4,364,
"Home by Spring",movie,Drama,2018,tt8025296,6,1590,
"One Cut of the Dead",movie,"Comedy, Drama, Horror",2017,tt7914416,7.6,32704,
"The Eyes of Orson Welles",movie,Documentary,2018,tt8371772,6.7,1145,
"DC Super Hero Girls: Legends of Atlantis",movie,"Action, Adventure, Animation",2018,tt8634256,5.3,667,
"LEGO DC Comics Super Heroes: Aquaman - Rage of Atlantis",movie,"Action, Adventure, Animation",2018,tt8457394,5.7,1238,
Mara,movie,"Crime, Horror, Mystery",2018,tt1773753,5.1,9370,
"A Certain Kind of Silence",movie,Drama,2019,tt7431040,6,535,
"Empire Hotel",movie,Drama,2018,tt6424846,5.8,170,
"Legacy of Sin: The William Coit Story",movie,Drama,1995,tt0113629,5.7,239,
"Steam on the River",movie,Documentary,2015,tt5129794,7,23,
"Angel of Mine",movie,"Drama, Mystery, Thriller",2019,tt7058080,6.3,12781,
"A Promise to Carolyn",movie,"Crime, Drama",1996,tt0117399,6.3,367,
"StarDog and TurboCat",movie,"Action, Adventure, Animation",2019,tt7531096,5.2,2536,
"Life After",movie,"Drama, Short",2017,tt7538712,6.9,10,
"Last Sentinel",movie,"Drama, Horror, Mystery",2023,tt5153956,4.9,7779,
"Mr. Soul!",movie,Documentary,2018,tt2355880,7.8,286,"HN, NI, TT"
Haunt,movie,"Horror, Thriller",2019,tt6535880,6.3,42709,
"Killing for the Prosecution",movie,Mystery,2018,tt6857956,6.3,1060,
"Lancaster Skies",movie,"Action, Drama, War",2019,tt3486080,4.3,1777,
Gabriel,movie,Short,2018,tt8296610,5,27,
"Planeta Cesko",movie,Documentary,2017,tt7956754,7.4,145,
"Billie Jean King: Portrait of a Pioneer",movie,Documentary,2006,tt12759416,7.6,23,
"The Exception",movie,"Drama, Thriller",2019,tt7420532,5.9,1114,
"One Day",movie,Drama,2018,tt8274146,7,1234,
Diamantino,movie,"Comedy, Drama, Fantasy",2018,tt6522668,6.3,3270,
"The Unthinkable",movie,"Action, Romance, Sci-Fi",2018,tt5227746,6,9353,
"Fantastic Return to Oz",movie,"Adventure, Animation, Family",2019,tt10975312,3.6,148,
Believer,movie,"Action, Crime, Thriller",2018,tt7095654,6.6,5181,
"Pain and Glory",movie,Drama,2019,tt8291806,7.5,65454,
Fatima,movie,"Drama, War",2020,tt2197936,6.6,4418,
"King of Thieves",movie,"Biography, Crime, Drama",2018,tt5789976,5.5,17112,
"It's a Hard Truth Ain't It",movie,"Animation, Documentary",2018,tt7897122,6.9,421,
"The Kindness of Strangers",movie,Drama,2019,tt6515910,6.5,5345,
"Annabelle Comes Home",movie,"Horror, Mystery, Thriller",2019,tt8350360,5.9,92916,
"The Courier",movie,"Drama, History, Mystery",2020,tt8368512,7.2,78432,
"2001 Sparks in the Dark",movie,Short,2018,tt8545472,7.1,266,
Flashback,movie,"Drama, Mystery, Thriller",2020,tt8372094,5.3,7556,
"Peter Rabbit 2: The Runaway",movie,"Adventure, Animation, Comedy",2021,tt8376234,6.2,15776,
"The Gentlemen",movie,"Action, Crime",2019,tt8367814,7.8,432083,
"A Dangerous Son",movie,Documentary,2018,tt8294204,6.7,1414,
Daliland,movie,"Biography, Drama",2022,tt8399658,5.9,2757,
"The Forgiven",movie,Drama,2021,tt3696180,6.1,10717,
"Running with the Devil",movie,"Crime, Drama, Thriller",2019,tt5792656,5.4,10989,
"Dragon Rider",movie,"Adventure, Animation, Comedy",2020,tt7080422,5.7,2266,
"Checkered Ninja",movie,"Action, Adventure, Animation",2018,tt7367960,7.1,6826,
Manic,movie,"Drama, Short",2017,tt6082556,6.9,60,
"The Cold Blue",movie,"Documentary, War",2018,tt8693770,7.7,1150,
"It Will be Chaos",movie,Documentary,2018,tt7029788,6.5,186,
Foster,movie,Documentary,2018,tt8403246,7.2,355,
Greenland,movie,"Action, Thriller",2020,tt7737786,6.4,145747,
"The Many Saints of Newark",movie,"Crime, Drama",2021,tt8110232,6.3,66371,
"Ya veremos",movie,Drama,2018,tt7948540,5.8,787,
"The Perfect Bride: Wedding Bells",movie,Romance,2019,tt8231086,6.5,998,
"The Curie Case",movie,"Comedy, Family",2018,tt7712252,7.1,68,
"John McCain: For Whom the Bell Tolls",movie,Documentary,2018,tt8289196,7.5,787,
"Invisible Strings - The Talented Pusker Sisters",movie,Documentary,2010,tt2288634,7.8,24,
Morbius,movie,"Action, Adventure, Horror",2022,tt5108870,5.1,163757,
"After the Wedding",movie,Drama,2019,tt7985692,6.3,9010,
"Moromete Family: On the Edge of Time",movie,Drama,2018,tt9203168,7.6,1991,
"Bamse and the Thunderbell",movie,"Adventure, Animation, Comedy",2018,tt9472442,6.1,295,
"Cabaret Maxime",movie,"Crime, Drama, Romance",2018,tt4605028,5.8,275,
"LasseMajas detektivbyrå - Det första mysteriet",movie,"Adventure, Family",2018,tt7408796,5.7,344,
"Variações: Guardian Angel",movie,"Biography, Drama, Music",2019,tt2155399,7.1,3984,
"The Way Back",movie,"Drama, Sport",2020,tt8544498,6.7,54712,
"Ethiopiques: Revolt of the Soul",movie,"Animation, Documentary, Music",2017,tt7775988,7.2,107,
"The Poison Rose",movie,"Crime, Mystery, Thriller",2019,tt5862166,4.8,11689,
"Ride Your Wave",movie,"Animation, Comedy, Drama",2019,tt9193612,6.8,4695,
Midsommar,movie,"Drama, Horror, Mystery",2019,tt8772262,7.1,445968,
"Bad Education",movie,"Biography, Comedy, Crime",2019,tt8206668,7.1,44845,
Instinct,movie,"Drama, Mystery, Thriller",2019,tt8386898,6,3238,
"Open Seas",movie,Drama,2018,tt6787076,7,1703,
Progress,movie,,2017,,,,
"This Is A.I.",movie,Documentary,2018,tt8597908,6.5,38,
"Winter Flies",movie,"Adventure, Comedy, Drama",2018,tt8523292,6.5,508,
"Robert the Bruce",movie,"Biography, Drama, History",2019,tt8000908,5.4,5369,
"The Shiny Shrimps",movie,"Comedy, Drama, Sport",2019,tt6918220,6.5,3159,
"Scooby-Doo! and the Gourmet Ghost",movie,"Adventure, Animation, Comedy",2018,tt8660492,6.5,1776,
"Child's Play",movie,"Drama, Horror, Sci-Fi",2019,tt8663516,5.7,58552,
"King Skate",movie,Documentary,2018,tt8484230,7.3,144,
Domestique,movie,Drama,2018,tt8473642,6.1,205,
"Bill Maher: Live from Oklahoma",movie,Comedy,2018,tt8398704,6.3,677,
"Get Her... If You Can",movie,"Comedy, Romance",2019,tt7398584,5.5,762,
"Blinded by the Light",movie,"Comedy, Drama, Music",2019,tt8266310,6.9,27947,
"My Masterpiece",movie,"Comedy, Drama",2018,tt7605922,7.1,7862,
"Brian Banks",movie,"Biography, Drama, Sport",2018,tt3920820,7.2,10470,
"Love Express. The Disappearance of Walerian Borowczyk",movie,"Biography, Documentary",2018,tt8362912,6.8,142,
"Foreign Wars",movie,Documentary,2016,tt5806562,8.2,74,
"Diego Maradona",movie,"Biography, Documentary, Sport",2019,tt5433114,7.7,18761,
"Wonder Woman: Bloodlines",movie,"Action, Animation, Fantasy",2019,tt8752498,5.9,8848,
"Batman: Hush",movie,"Action, Adventure, Animation",2019,tt8752440,6.9,24205,
"Justice League vs the Fatal Five",movie,"Action, Animation, Fantasy",2019,tt8752474,6.5,10989,
"Steven Universe: The Movie",movie,"Action, Adventure, Animation",2019,tt10515852,7.7,10110,
"Can You Keep a Secret?",movie,"Comedy, Romance",2019,tt8707922,5.4,22106,
"Deadwood: The Movie",movie,"Drama, Western",2019,tt4943998,7.3,27669,
"Constantine: City of Demons - The Movie",movie,"Action, Animation, Fantasy",2018,tt9177882,7.3,10108,
"Fantasy Island",movie,"Fantasy, Horror, Mystery",2020,tt0983946,4.9,61635,
"I'll Take Your Dead",movie,Horror,2018,tt7962932,5.6,5131,
"DC League of Super-Pets",movie,"Action, Adventure, Animation",2022,tt8912936,7,78744,
Rojo,movie,"Drama, Mystery, Thriller",2018,tt8956390,6.3,2873,
"Adnan Syed: Innocent or Guilty?",movie,Documentary,2016,tt7037730,6.4,37,
"The Grizzlies",movie,"Biography, Drama, Sport",2018,tt6365796,7.5,2878,
Freaks,movie,"Drama, Mystery, Sci-Fi",2018,tt8781414,6.7,43082,
"Drew Michael: Drew Michael",movie,Comedy,2018,tt8563704,5.6,418,
"City Hunter: Shinjuku Private Eyes",movie,"Action, Animation, Comedy",2019,tt8161914,6.4,879,
"The Magical Wand Chase: A Sesame Street Special",movie,"Adventure, Family, Fantasy",2017,tt7632000,6.8,59,
Monica,movie,Drama,2022,tt6337816,6.3,1638,
"On the Run",movie,"Crime, Drama, Thriller",2018,tt8612792,4.5,191,
Hustlers,movie,"Comedy, Crime, Drama",2019,tt5503686,6.3,110448,
Deadtectives,movie,"Comedy, Horror",2018,tt3503068,5.9,2809,
"Easy Lessons",movie,Documentary,2018,tt8780634,7,255,
Loro,movie,"Biography, Drama",2018,tt10182822,6.7,7738,
Skin,movie,"Biography, Crime, Drama",2018,tt6043142,6.8,20320,
"Shark of Darkness: Wrath of Submarine",movie,Documentary,2014,tt4177960,5.5,94,
"Operation Thai Cave Rescue",movie,Documentary,2018,tt8686088,6.6,102,
"The Biggest Little Farm",movie,"Documentary, Family",2018,tt8969332,8,9390,
"The Truth About Killer Robots",movie,Documentary,2018,tt5715832,5.8,450,
"Season for Love",movie,"Action, Family, Romance",2018,tt8826626,6.5,1610,
"Swiped: Hooking Up in the Digital Age",movie,Documentary,2018,tt8839634,5.6,430,
"Stolen Daughters: Kidnapped by Boko Haram",movie,Documentary,2018,tt8385108,6.6,290,
"We Are Not Done Yet",movie,"Documentary, Short",2018,tt9105950,7.1,110,
"Breslin and Hamill: Deadline Artists",movie,Documentary,2018,tt9275202,8,499,
"Bleed Out",movie,"Documentary, Drama, Romance",2018,tt9445054,8.1,518,
Icebox,movie,Drama,2018,tt6341668,6.2,857,
"Inside the Manson Cult: The Lost Tapes",movie,Documentary,2018,tt8527036,6.3,687,
"My Dad Wrote a Porno",movie,Comedy,2019,tt8906266,6.2,515,
"Jan Palach",movie,Biography,2018,tt8443592,6.6,374,
"Po cem muzi touzí",movie,"Comedy, Fantasy, Romance",2018,tt8085890,6,519,
"Filmova lazen",movie,Documentary,2015,tt5833468,6.4,8,
"Everything Everywhere All at Once",movie,"Action, Adventure, Comedy",2022,tt6710474,7.8,578292,
Snu,movie,"Drama, History, Romance",2019,tt8095076,6.5,879,
"Knives Out",movie,"Comedy, Crime, Drama",2019,tt8946378,7.9,814843,
Buffaloed,movie,"Comedy, Drama",2019,tt8647310,6.2,8480,
Shirley,movie,"Biography, Drama, Mystery",2020,tt8430598,6.1,13925,
"Rendel: Cycle of Revenge",movie,"Action, Thriller",2024,tt8406934,3.6,245,
"Christmas Everlasting",movie,"Drama, Romance",2018,tt9028802,6.3,1236,
"Shit Happens",movie,Drama,2019,tt8908368,6.6,492,
