title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"White God",movie,"Adventure, Drama, Thriller",2014,tt2844798,6.8,17432,
"Stem Cell Universe with Stephen Hawking",movie,Documentary,2014,tt3504040,7.8,137,
"To See the Sea",movie,"Comedy, Drama, Family",2014,tt3041932,6.8,344,
Hany,movie,Drama,2014,tt3212658,5.5,60,
"Pacific Rim: Uprising",movie,"Action, Adventure, Sci-Fi",2018,tt2557478,5.6,132540,
Samba,movie,"Comedy, Drama, Romance",2014,tt3399024,6.7,17642,
"Curious George Swings Into Spring",movie,"Adventure, Animation, Family",2013,tt2776304,6.3,281,
"It Follows",movie,"Horror, Mystery, Thriller",2014,tt3235888,6.8,286174,
Skiptrace,movie,"Action, Adventure, Comedy",2016,tt2238032,5.6,23151,
"In the Name of My Daughter",movie,"Crime, Drama",2014,tt2929890,6.1,1939,
"Penguins of Madagascar",movie,"Action, Adventure, Animation",2014,tt1911658,6.6,108670,
Landscape,movie,Drama,2000,tt0237386,7.4,354,
"Vsetko co mam rad",movie,Drama,1993,tt0105775,6.9,243,
"Sea Fog",movie,"Drama, Thriller",2014,tt3303728,6.8,4081,
Max,movie,"Adventure, Drama, Family",2015,tt3369806,6.6,29091,
"The Hateful Eight",movie,"Crime, Drama, Mystery",2015,tt3460252,7.8,689935,
"Scouts Guide to the Zombie Apocalypse",movie,"Action, Comedy, Horror",2015,tt1727776,6.3,57970,
"The Young Kieslowski",movie,"Comedy, Drama, Romance",2014,tt2912120,6.4,939,
"Heidi Fleiss: The Would-Be Madam of Crystal",movie,Documentary,2008,tt0495208,5.1,244,
"Palm Trees in the Snow",movie,"Drama, Romance",2015,tt3202202,7.3,12837,
"The Woman Who Loved Elvis",movie,Drama,1993,tt0108587,4.6,208,
Joy,movie,"Biography, Drama",2015,tt2446980,6.6,149285,
Geostorm,movie,"Action, Sci-Fi, Thriller",2017,tt1981128,5.3,126640,
"King Arthur: Legend of the Sword",movie,"Action, Adventure, Drama",2017,tt1972591,6.7,240068,
"The Lego Ninjago Movie",movie,"Action, Adventure, Animation",2017,tt3014284,6.1,31843,
Passengers,movie,"Drama, Romance, Sci-Fi",2016,tt1355644,7,473424,
"White Gate",movie,Drama,2014,tt3784566,6.7,277,
"Remembering the Artist: Robert De Niro, Sr.",movie,"Documentary, Short",2014,tt3469674,6.5,334,
"Bitter Creek",movie,Western,1954,tt0046782,6.1,139,
"Ricki and the Flash",movie,"Comedy, Drama, Music",2015,tt3623726,6,25426,
"The Club",movie,Documentary,2014,tt2328773,6.2,178,
"George Stevens: D-Day to Berlin",movie,"Biography, Documentary, War",1994,tt0162344,7.9,485,
"Ordeal in the Arctic",movie,Drama,1993,tt0107754,5.6,303,
"The Admiral",movie,"Action, Biography, Drama",2015,tt2544766,7,10691,
"I Have Tourette's But Tourette's Doesn't Have Me",movie,"Documentary, Family",2005,tt0756661,7.5,155,
"Playing It Cool",movie,"Comedy, Romance",2014,tt2139555,5.9,31121,
Nightingale,movie,"Crime, Drama",2014,tt3042800,6.4,2100,
"The Iceman and the Psychiatrist",movie,"Crime, Documentary",2003,tt0875695,7.7,1455,
"Santana Corazon: Live from Mexico: Live It to Believe It",movie,Music,2014,tt4195232,8.1,39,
"Bamse and the Thief City",movie,"Adventure, Animation, Comedy",2014,tt3129656,6.1,812,
"Mechanic: Resurrection",movie,"Action, Adventure, Thriller",2016,tt3522806,5.7,98238,
"Whiskey Tango Foxtrot",movie,"Biography, Comedy, Drama",2016,tt3553442,6.6,58129,
"The Lego Movie 2: The Second Part",movie,"Adventure, Animation, Comedy",2019,tt3513498,6.5,80848,
"Mr. Holmes",movie,"Crime, Drama, Family",2015,tt3168230,6.8,69324,
"Concrete Pharaohs",movie,"Documentary, News",2010,tt1806810,7.8,54,
"Zero Percent",movie,"Documentary, Drama",2011,tt1797550,7.5,91,
"The Mummy",movie,"Action, Adventure, Fantasy",2017,tt2345759,5.4,213957,
"Fair Play",movie,"Drama, Sport",2014,tt2199448,6.8,1150,
"Kino Caravan",movie,Drama,2009,tt1519468,6.7,282,
"The Secret Scripture",movie,"Drama, Romance",2016,tt3344694,6.7,9162,
Galveston,movie,"Action, Crime, Drama",2018,tt2315596,6.2,16739,
"Still Alice",movie,Drama,2014,tt3316960,7.5,147062,
"Johnny Bravo Goes to Bollywood",movie,"Animation, Comedy, Family",2011,tt2244937,5.9,262,
"Scooby-Doo! Spooky Games",movie,"Animation, Mystery, Short",2012,tt3682184,6.5,489,
"Scooby-Doo! Frankencreepy",movie,"Adventure, Animation, Comedy",2014,tt3919322,6.6,2800,
"Three Brothers",movie,"Comedy, Family, Fantasy",2014,tt3060244,5.6,565,
"Nixon by Nixon: In His Own Words",movie,Documentary,2014,tt3889036,7.4,626,
"Barbie and the Secret Door",movie,"Animation, Family",2014,tt3921852,5.7,2205,
"The Walk",movie,"Adventure, Biography, Drama",2015,tt3488710,7.3,138468,
"Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five",movie,"Action, Adventure, Animation",2014,tt3949650,6.9,1439,
"12 Lotus",movie,Drama,2008,tt1206572,5.8,120,
"The Martian",movie,"Adventure, Drama, Sci-Fi",2015,tt3659388,8,965931,
"The Right Juice",movie,"Comedy, Drama, Romance",2014,tt2288160,5.9,223,
"Scooby-Doo! and the Spooky Scarecrow",movie,"Animation, Family, Mystery",2013,tt3328418,6.9,992,
"Virados do Avesso",movie,"Comedy, Romance",2014,tt3889118,4.1,515,
"The Powerpuff Girls: Dance Pantsed",movie,"Action, Animation, Comedy",2014,tt2732940,5.3,532,
"Tom and Jerry: The Lost Dragon",movie,"Adventure, Animation, Comedy",2014,tt4006794,5.8,1108,
"Katt Williams: Priceless: Afterlife",movie,Comedy,2014,tt3742040,6.4,582,
Maggie,movie,"Drama, Horror, Sci-Fi",2015,tt1881002,5.6,47801,
"The Reaper",movie,Drama,2014,tt3833134,6.1,432,
"One Shot",movie,"Crime, Drama",2013,tt2972044,5.8,175,
"7 Days in Hell",movie,"Comedy, Sport",2015,tt3895884,7.1,21107,
Krampus,movie,"Comedy, Fantasy, Horror",2015,tt3850590,6.2,90273,
Shazam!,movie,"Action, Adventure, Comedy",2019,tt0448115,7,399555,
"5 American Kids - 5 American Handguns",movie,Documentary,1995,tt0112261,6.4,182,
"A Good Job: Stories of the FDNY",movie,Documentary,2014,tt3983732,7.9,439,
Addiction,movie,Documentary,2007,tt1024640,6.3,176,
"Celebrity Habla",movie,Documentary,2009,tt1647445,9.3,12,
"Celebrity Habla 2",movie,Documentary,2010,tt1707377,8.8,14,
"In the Basement",movie,Documentary,2014,tt3962828,6.7,3324,
"Team Hot Wheels: The Origin of Awesome!",movie,"Adventure, Animation, Family",2014,tt3823912,5.3,245,
"The Zookeeper's Wife",movie,"Biography, Drama, History",2017,tt1730768,7,48206,
"Massacre River",movie,Western,1949,tt0041643,6,313,
"The Handmaiden",movie,"Drama, Romance, Thriller",2016,tt4016934,8.1,187345,
"The Mountain Between Us",movie,"Drama, Thriller",2017,tt2226597,6.4,85970,
"The Huntsman: Winter's War",movie,"Action, Adventure, Drama",2016,tt2381991,6.1,123521,
"The Sea of Trees",movie,"Drama, Fantasy, Mystery",2015,tt3450900,6.1,19075,
Mistrial,movie,"Action, Drama, Thriller",1996,tt0117061,5.6,1120,
"Mother Goose: A Rappin' and Rhymin' Special",movie,"Animation, Comedy, Music",1997,tt0325842,5.4,170,
"Richard Jewell",movie,"Biography, Crime, Drama",2019,tt3513548,7.5,102684,
"Silencing the Song: An Afghan Fallen Star",movie,"Biography, Documentary",2011,tt8370542,5.5,20,
"Bill Maher: Live from D.C.",movie,Comedy,2014,tt3918650,6.7,578,
Daddy,movie,Documentary,2004,tt0427936,7.6,194,
"Love or Death",movie,Family,2014,tt4176984,5.7,198,
"Kong: Skull Island",movie,"Action, Adventure, Fantasy",2017,tt3731562,6.7,362340,
"Recipe for Love",movie,"Comedy, Family, Romance",2014,tt4067256,6.4,2556,
"Everest Avalanche Tragedy",movie,Documentary,2014,tt4474520,6.9,31,
"For Some Inexplicable Reason",movie,"Comedy, Drama",2014,tt3496334,7.4,4811,
"I Can't Do This But I Can Do That: A Film for Families about Learning Differences",movie,"Documentary, Family, Short",2010,tt1876339,7.1,68,
"Thalia: Viva Tour",movie,Music,2013,,,,
Deadpool,movie,"Action, Comedy, Sci-Fi",2016,tt1431045,8,1203378,
"The Final Girls",movie,"Comedy, Fantasy, Horror",2015,tt2118624,6.5,54611,
Results,movie,"Comedy, Romance",2015,tt3824412,5.5,7866,
"The Great Night",movie,"Documentary, Drama",2013,tt3289518,6,45,
"Papa Was Not a Rolling Stone",movie,"Comedy, Drama, Music",2014,tt3227548,5.8,162,
"The Falling",movie,"Drama, Mystery, Thriller",2014,tt3294200,5.3,8477,
"Sayang disayang",movie,"Drama, Family, Fantasy",2013,tt2989650,5,26,
"Cain's Children",movie,"Biography, Documentary, Drama",2014,tt3914482,7.7,455,
"Indian Point: Imagining the Unimaginable",movie,Documentary,2004,tt0426493,5.7,101,
"Portraits of a Lady",movie,Documentary,2008,tt1332581,6.7,29,
"The Boss Baby",movie,"Adventure, Animation, Comedy",2017,tt3874544,6.3,149279,
Iris,movie,"Biography, Documentary, History",2014,tt4157220,7.1,4670,
"Jerrod Carmichael: Love at the Store",movie,"Comedy, Documentary",2014,tt3741146,7,737,
"Me Before You",movie,"Drama, Romance",2016,tt2674426,7.4,309264,
"Bridge of Spies",movie,"Drama, History, Thriller",2015,tt3682448,7.6,335981,
Vacation,movie,"Adventure, Comedy",2015,tt1524930,6.2,126737,
"The Night Before",movie,"Comedy, Fantasy",2015,tt3530002,6.4,86638,
"Love & Friendship",movie,"Comedy, Drama, Romance",2016,tt3068194,6.4,27001,
"Deepwater Horizon",movie,"Action, Drama, History",2016,tt1860357,7.1,191060,
"Finders Keepers",movie,"Horror, Mystery, Thriller",2014,tt3534842,4.3,3670,
"Scooby-Doo! Ghastly Goals",movie,"Animation, Comedy, Family",2014,tt3807092,6.3,557,
"Justice League: Throne of Atlantis",movie,"Action, Adventure, Animation",2015,tt3878542,6.6,26024,
"Section 60: Arlington National Cemetery",movie,Documentary,2008,tt1332062,6.9,139,
"The Man Who Killed Don Quixote",movie,"Adventure, Comedy, Drama",2018,tt1318517,6.3,23003,
"The Silent Storm",movie,"Drama, Romance",2014,tt2923780,5.3,484,
"Suicide Squad",movie,"Action, Adventure, Fantasy",2016,tt1386697,5.9,740117,
"Wonder Woman",movie,"Action, Adventure, Fantasy",2017,tt0451279,7.3,718818,
Aquaman,movie,"Action, Adventure, Fantasy",2018,tt1477834,6.8,536921,
Bogowie,movie,"Biography, Drama",2014,tt3745620,7.6,8011,
"Dragons: Dawn of the Dragon Racers",movie,"Adventure, Animation, Comedy",2014,tt4191768,6.7,3153,
Jigsaw,movie,"Horror, Mystery, Thriller",2017,tt3348730,5.7,97989,
"Next Time I'll Aim for the Heart",movie,"Crime, Drama, Thriller",2014,tt3324494,6.4,3356,
"The Flash",movie,"Action, Adventure, Fantasy",2023,tt0439572,6.6,231877,
"American Biker",movie,Documentary,2015,tt4849302,,,
"Billy Elliot",movie,"Comedy, Drama, Musical",2014,tt4085696,8.4,2092,
"The Expendables 4",movie,"Action, Adventure, Thriller",2023,tt3291150,4.8,49613,
"The Gallows",movie,"Horror, Mystery, Thriller",2015,tt2309260,4.2,22125,
"The Valdemar Legacy II: The Forbidden Shadow",movie,"Horror, Mystery",2010,tt1727800,4.6,1062,
"The 5th Wave",movie,"Action, Adventure, Sci-Fi",2016,tt2304933,5.2,121505,
"Same Kind of Different as Me",movie,"Biography, Drama",2017,tt1230168,6.6,8888,
"Scooby-Doo! Moon Monster Madness",movie,"Adventure, Animation, Comedy",2015,tt4215766,6.4,2237,
"Hello Ladies: The Movie",movie,"Comedy, TV Movie",2014,,,,
"Money Monster",movie,"Action, Crime, Drama",2016,tt2241351,6.5,109277,
"Magický hlas rebelky",movie,Documentary,2014,tt3809222,7.4,48,
"Woman in Gold",movie,"Biography, Drama, History",2015,tt2404425,7.3,64857,
Incorregibles,movie,"Action, Comedy, Crime",2007,tt1077349,4.5,473,
"The Racer",movie,"Drama, Sport",2020,tt8374436,5.9,1877,
"A Kind of Murder",movie,"Crime, Drama, Mystery",2016,tt2726552,5.3,8908,
"The Danish Girl",movie,"Biography, Drama",2015,tt0810819,7.1,203215,
Southpaw,movie,"Action, Drama, Sport",2015,tt1798684,7.3,268166,
"Have You Seen Andy?",movie,"Crime, Documentary, Mystery",2007,tt1299363,6.8,753,
"Children of God: Lost and Found",movie,Documentary,2007,tt0806136,6.5,454,
"Tom and Jerry: Santa's Little Helpers",movie,"Adventure, Animation, Comedy",2014,tt5033328,5.7,276,
"Sharks: Are They Hunting Us?",movie,Documentary,2006,tt0876145,6.8,11,
Tangerine,movie,"Comedy, Crime, Drama",2015,tt3824458,7.1,40269,
"War Dogs",movie,"Biography, Comedy, Crime",2016,tt2005151,7.1,276816,
"The Flintstones & WWE: Stone Age Smackdown",movie,"Action, Adventure, Animation",2015,tt2948202,5.4,916,
"Last Knights",movie,"Action, Drama",2015,tt2493486,6.2,46781,
Experimenter,movie,"Biography, Drama, History",2015,tt3726704,6.6,20376,
"Nowhere in Moravia",movie,"Comedy, Drama",2014,tt2950242,5.7,287,
"The Witch",movie,"Drama, Fantasy, Horror",2015,tt4263482,7,330744,
"Mr. Conservative: Goldwater on Goldwater",movie,"Biography, Documentary",2006,tt0835046,7.5,248,"AG, BS"
"The Secrets of the Golden Compass",movie,Documentary,2007,,,,
"Southside with You",movie,"Biography, Drama, History",2016,tt4258698,6.3,10248,
Namoo,movie,"Animation, Short",2021,tt13836450,7.3,229,
"Elf: Buddy's Musical Christmas",movie,"Adventure, Animation, Comedy",2014,tt4147830,5.4,1309,
"Air Jaws: Sharks of South Africa",movie,Documentary,2001,tt1015966,8.2,77,
"The Anderssons Rock the Mountains",movie,"Comedy, Family",2014,tt3157466,4.1,1281,
"The Lost City of Z",movie,"Adventure, Biography, Drama",2016,tt1212428,6.6,102626,
Spotlight,movie,"Biography, Crime, Drama",2015,tt1895587,8.1,517697,
"Scooby-Doo! Mecha Mutt Menace",movie,"Animation, Family, Mystery",2013,tt3328486,6.3,623,
"Toto and His Sisters",movie,"Documentary, Drama, Family",2014,tt2234537,8,652,
Schmitke,movie,"Comedy, Mystery",2014,tt4193216,6.1,305,
"Shin Godzilla",movie,"Action, Drama, Horror",2016,tt4262980,6.8,40736,
"My Golden Days",movie,"Drama, Romance",2015,tt4048050,6.7,3887,
"Spider-Man: Homecoming",movie,"Action, Adventure, Sci-Fi",2017,tt2250912,7.4,755137,
"Florence Foster Jenkins",movie,"Biography, Comedy, Drama",2016,tt4136084,6.8,61002,
"Ghost in the Shell",movie,"Action, Crime, Drama",2017,tt1219827,6.3,233944,
"Madea's Tough Love",movie,"Animation, Comedy, Family",2015,tt4185364,5.1,589,
"Why Me?",movie,"Drama, Thriller",2015,tt4016994,7.5,2808,MD
"Going Clear: Scientology & the Prison of Belief",movie,Documentary,2015,tt4257858,8,41771,
"Larry Kramer in Love and Anger",movie,"Biography, Documentary, History",2015,tt4329244,7.7,329,
"Best of Enemies: Buckley vs. Vidal",movie,"Biography, Documentary, History",2015,tt3518012,7.6,6567,
"Cobain: Montage of Heck",movie,"Animation, Biography, Documentary",2015,tt4229236,7.5,32774,
"Eddie the Eagle",movie,"Adventure, Biography, Comedy",2015,tt1083452,7.3,104100,
"Six Degrees",movie,"Adventure, Documentary",2014,tt3529016,6.9,29,
"3 1/2 Minutes, 10 Bullets",movie,"Crime, Documentary",2015,tt4126312,7.2,2006,
Mavis!,movie,"Biography, Documentary, Music",2015,tt4224328,7.4,421,
"Tracey Ullman: Live and Exposed",movie,"Comedy, Documentary, Musical",2005,tt0451239,6.9,181,
"Batman vs. Robin",movie,"Action, Adventure, Animation",2015,tt4324274,7.1,26919,
"Steve Jobs",movie,"Biography, Drama",2015,tt2080374,7.2,183168,
Concussion,movie,"Biography, Drama, Sport",2015,tt3322364,7.1,102803,
"A Perfect Day",movie,"Comedy, Drama, War",2015,tt3577624,6.8,24041,
"Lost in Munich",movie,"Comedy, Drama",2015,tt1734579,6.7,649,
"Lego DC Comics Super Heroes: Justice League vs. Bizarro League",movie,"Action, Adventure, Animation",2015,tt4189260,5.8,2287,
Seashore,movie,"Drama, Romance",2015,tt4427060,6,2697,
"Mel Brooks Live at the Geffen",movie,"Biography, Comedy, Documentary",2015,tt4280818,7.2,249,
"The Seven Ravens",movie,"Adventure, Comedy, Family",2015,tt3037336,7.1,529,
"Justice League: Gods and Monsters",movie,"Action, Adventure, Animation",2015,tt4324302,7,17366,
"O.T. The Movie",movie,"Comedy, Horror, Thriller",2014,tt3995504,5.6,283,
"12 Golden Ducks",movie,Comedy,2015,tt4409852,4.7,345,
"Ride Along 2",movie,"Action, Comedy, Crime",2016,tt2869728,5.9,65297,
"The Boss",movie,Comedy,2016,tt2702724,5.4,49822,
"Rosie O'Donnell: A Heartfelt Stand Up",movie,Comedy,2015,tt4374814,6.6,249,
"Steve Jobs: The Man in the Machine",movie,"Biography, Documentary",2015,tt4425064,6.9,6654,
"Deep Love",movie,Documentary,2013,tt3594920,7.7,67,
Sleepless,movie,"Action, Thriller",2017,tt2072233,5.6,35624,
"John Wick: Chapter 2",movie,"Action, Crime, Thriller",2017,tt4425200,7.4,538857,
Brimstone,movie,"Drama, Thriller, Western",2016,tt1895315,7,46981,
"Jason Bourne",movie,"Action, Thriller",2016,tt4196776,6.6,249852,
"Hacksaw Ridge",movie,"Biography, Drama, History",2016,tt2119532,8.1,634795,
"A Bigger Splash",movie,"Drama, Music, Thriller",2015,tt2056771,6.4,34917,
"The Lego Batman Movie",movie,"Action, Adventure, Animation",2017,tt4116284,7.3,181893,
"Despicable Me 3",movie,"Adventure, Animation, Comedy",2017,tt3469046,6.3,168525,
"Spider-Man: Into the Spider-Verse",movie,"Action, Adventure, Animation",2018,tt4633694,8.4,727353,
"Neighbors 2: Sorority Rising",movie,Comedy,2016,tt4438848,5.7,133945,
"The Hollars",movie,"Comedy, Drama, Romance",2016,tt3714720,6.6,15092,
"Batman Unlimited: Animal Instincts",movie,"Action, Adventure, Animation",2015,tt4437640,5.7,3572,
"The Secret Life of Pets",movie,"Adventure, Animation, Comedy",2016,tt2709768,6.5,226908,
"London Road",movie,"Crime, Drama, Musical",2015,tt3573598,5.3,2284,
"The Lady in the Van",movie,"Biography, Comedy, Drama",2015,tt3722070,6.7,33417,
Ventoux,movie,"Comedy, Drama",2015,tt4075520,6.4,1667,
"It's Me, Hilary: The Man Who Drew Eloise",movie,"Documentary, Short",2015,tt4322280,6.3,156,
"Kill Command",movie,"Action, Horror, Sci-Fi",2016,tt2667380,5.7,15528,
"Living Large",movie,"Animation, Comedy, Family",2024,tt27850647,7,122,
"Humanist Vampire Seeking Consenting Suicidal Person",movie,"Comedy, Drama, Fantasy",2023,tt24216998,7,8438,
Eiffel,movie,"Biography, Drama, History",2021,tt10366514,6.2,8358,
"The Book of Henry",movie,"Crime, Drama, Thriller",2017,tt4572792,6.6,30094,
"Earwig and the Witch",movie,"Adventure, Animation, Family",2020,tt12441478,4.7,6438,
Injustice,movie,"Action, Adventure, Animation",2021,tt5012504,6.4,17181,
"Orphan: First Kill",movie,"Crime, Drama, Horror",2022,tt11851548,5.9,50849,
"Force of Nature: The Dry 2",movie,"Crime, Mystery, Thriller",2024,tt20256448,5.8,7059,
"Dirty Clothes Are Washed at Home",movie,Comedy,2021,tt11568324,5,146,
"Standing Tall",movie,Drama,2015,tt3791302,6.9,3961,
"Susie Searches",movie,"Comedy, Drama, Mystery",2022,tt13733780,5.9,1147,
"Nelly Rapp: Monster Agent",movie,"Adventure, Comedy, Family",2020,tt11199388,5.8,767,
"The Zone of Interest",movie,"Drama, History, War",2023,tt7160372,7.3,133000,
"Someday We'll Tell Each Other Everything",movie,"Drama, History, Romance",2023,tt21654390,6,923,
"Three Billboards Outside Ebbing, Missouri",movie,"Comedy, Crime, Drama",2017,tt5027774,8.1,581529,
"The Garfield Movie",movie,"Adventure, Animation, Comedy",2024,tt5779228,5.7,24089,
"Lilla spöket Laban spökar igen",movie,"Animation, Fantasy",2024,tt32810662,6.2,26,
"Watchmen: Chapter II",movie,"Action, Animation, Drama",2024,tt32627545,7,3053,
"Four Hours at the Capitol",movie,"Crime, Documentary",2021,tt15520020,7.5,4113,
Soulmate,movie,"Drama, Romance",2023,tt13086130,7.4,2543,
Phantom,movie,"Action, Crime, History",2023,tt25503544,6.2,912,
Unforgettable,movie,"Drama, Thriller",2017,tt3462710,5.1,17368,
"The Cake General",movie,"Comedy, Drama",2018,tt6889032,6.7,5220,
Bessie,movie,"Biography, Drama, Music",2015,tt3704352,6.7,4927,
"Bullet Train",movie,"Action, Comedy, Thriller",2022,tt12593682,7.3,490089,
Excursion,movie,Drama,2023,tt27907897,6.2,421,
"Mother Couch",movie,"Comedy, Drama",2023,tt23778430,5.3,1412,
Midwives,movie,Drama,2023,tt26680242,7.1,428,
"Little Richard: I Am Everything",movie,"Biography, Documentary, History",2023,tt13885492,7.4,1767,
"Knox Goes Away",movie,"Crime, Thriller",2023,tt20115766,7,26238,
Barbarian,movie,"Horror, Mystery, Thriller",2022,tt15791034,7,218800,
"The Blackening",movie,"Comedy, Horror, Mystery",2022,tt11703244,6,22206,
"Justice Society: World War II",movie,"Action, Adventure, Animation",2021,tt13804084,6.4,9768,
"Justice League: Crisis on Infinite Earths - Part Three",movie,"Action, Adventure, Animation",2024,tt30150917,6.1,4502,
"Justice League: Crisis on Infinite Earths - Part One",movie,"Action, Adventure, Animation",2024,tt29195117,6.2,8479,
"Land of Bad",movie,"Action, Thriller",2024,tt19864802,6.6,51224,
Reality,movie,Drama,2023,tt24068064,6.7,26264,
"Overdose - Run for a Dream",movie,Documentary,2013,tt3449740,6.6,53,
"Fantastic Beasts: The Secrets of Dumbledore",movie,"Adventure, Fantasy",2022,tt4123432,6.2,183372,
"Song to Song",movie,"Drama, Music, Romance",2017,tt2062700,5.6,23329,
Captive,movie,"Action, Biography, Crime",2015,tt3268668,5.4,7393,
Twenty,movie,"Comedy, Drama, Romance",2015,tt4415016,6.8,2702,
"Keeping Up with the Joneses",movie,"Action, Comedy",2016,tt2387499,5.9,70526,
Amy,movie,"Biography, Documentary, Music",2015,tt2870648,7.8,56921,
"Babysitting 2",movie,Comedy,2015,tt4400058,6.4,7924,
Storks,movie,"Adventure, Animation, Comedy",2016,tt4624424,6.8,69904,
"Mary Shelley",movie,"Biography, Drama, History",2017,tt3906082,6.4,18539,
"A Star Is Born",movie,"Drama, Music, Romance",2018,tt1517451,7.6,435331,
"The Shallows",movie,"Drama, Horror, Thriller",2016,tt4052882,6.3,149155,
"Living with Lincoln",movie,Documentary,2015,tt4555804,7.5,392,
Julieta,movie,"Drama, Mystery, Romance",2016,tt4326444,7.1,34711,
"Rape in a Small Town: The Florence Holway Story",movie,Documentary,2004,tt1024663,7.2,153,
"Skinheads USA: Soldiers of the Race War",movie,Documentary,1993,tt0108156,6.3,453,
"Eye in the Sky",movie,"Action, Drama, Thriller",2015,tt2057392,7.3,94005,
"10 Cloverfield Lane",movie,"Drama, Horror, Sci-Fi",2016,tt1179933,7.2,370446,
"Thought Crimes: The Case of the Cannibal Cop",movie,"Crime, Documentary",2015,tt4503900,6.3,1990,
"The Magnificent Seven",movie,"Action, Adventure, Drama",2016,tt2404435,6.9,236862,
"The Take",movie,"Action, Adventure, Crime",2016,tt2368619,6.3,52953,
"The Diplomat",movie,"Biography, Documentary",2015,tt4338184,7,356,
"100 Streets",movie,"Crime, Drama",2016,tt2990126,5.8,4594,
"Manchester by the Sea",movie,Drama,2016,tt4034228,7.8,332434,
Lion,movie,"Biography, Drama",2016,tt3741834,8,259033,
Swing,movie,"Comedy, Drama, Music",2014,tt3031966,6,585,
"Blind Date",movie,"Comedy, Romance",2015,tt4466936,6.6,7274,
"The Queen of Silence",movie,"Documentary, Music",2014,tt4444348,7.8,188,
"O Pátio das Cantigas",movie,Comedy,2015,tt3983464,5.6,1940,
"The Nut Job 2: Nutty by Nature",movie,"Adventure, Animation, Comedy",2017,tt3486626,5.5,7626,
Uncharted,movie,"Action, Adventure",2022,tt1464335,6.3,281313,
"Ouija: Origin of Evil",movie,"Drama, Horror, Mystery",2016,tt4361050,6.2,78837,
"Boonie Bears: A Mystical Winter",movie,"Animation, Comedy",2015,tt4412240,5.4,233,
Venom,movie,"Action, Adventure, Sci-Fi",2018,tt1270797,6.6,576089,
"Blade Runner 2049",movie,"Action, Drama, Mystery",2017,tt1856101,8,711127,
"Transformers: The Last Knight",movie,"Action, Adventure, Sci-Fi",2017,tt3371366,5.2,177354,
"Son of Saul",movie,"Drama, War",2015,tt3808342,7.4,53248,
"Doidas e Santas",movie,"Comedy, Drama, Romance",2016,tt5221004,4.7,72,
"The Wave",movie,"Action, Drama, Thriller",2015,tt3616916,6.6,44748,
"Fifty Shades Freed",movie,"Drama, Mystery, Romance",2018,tt4477536,4.5,78671,
"American Made",movie,"Action, Comedy, Crime",2017,tt3532216,7.1,219116,
"The Fate of the Furious",movie,"Action, Crime, Thriller",2017,tt4630562,6.6,263825,
Elle,movie,"Crime, Drama, Thriller",2016,tt3716530,7.1,72884,
"Southern Rites",movie,Documentary,2015,tt3122764,6.6,523,
"It's Only the End of the World",movie,Drama,2016,tt4645368,6.8,25788,
"The Little Man",movie,"Comedy, Family, Fantasy",2015,tt4511452,7.6,81,
"The Beauty Inside",movie,"Drama, Fantasy, Romance",2015,tt4273886,7.3,8521,
"Please Stand By",movie,"Comedy, Drama",2017,tt4652650,6.7,16197,
"Fantastic Beasts: The Crimes of Grindelwald",movie,"Adventure, Family, Fantasy",2018,tt4123430,6.5,320856,
"Bad Santa 2",movie,"Comedy, Crime, Drama",2016,tt1798603,5.6,30068,
"Zombieland: Double Tap",movie,"Action, Comedy, Horror",2019,tt1560220,6.7,215023,
"Tomb Raider",movie,"Action, Adventure, Fantasy",2018,tt1365519,6.3,234063,
"Maximum Ride",movie,"Action, Adventure, Comedy",2016,tt0825283,3.6,4745,
Georgetown,movie,"Biography, Crime, Drama",2019,tt4669252,6.2,6473,
"The Birth of a Nation",movie,"Biography, Drama, History",2016,tt4196450,6.5,22250,
Baywatch,movie,"Action, Comedy, Crime",2017,tt1469304,5.5,211117,
"Valerian and the City of a Thousand Planets",movie,"Action, Adventure, Fantasy",2017,tt2239822,6.4,203810,
Gringo,movie,"Action, Comedy, Crime",2018,tt3721964,6.1,32986,
"American Honey",movie,"Adventure, Drama, Romance",2016,tt3721936,7,48326,
"The Wife",movie,Drama,2017,tt3750872,7.2,44236,
"Nocturnal Animals",movie,"Drama, Thriller",2016,tt4550098,7.4,327877,
"Dark Crimes",movie,"Crime, Drama, Mystery",2016,tt1901024,4.6,20915,
"Gabo: The Creation of Gabriel Garcia Marquez",movie,"Biography, Documentary, History",2015,tt4568106,7.2,507,
"Scooby-Doo! and the Beach Beastie",movie,"Adventure, Animation, Comedy",2015,tt5794246,6.8,547,
"Atomic Blonde",movie,"Action, Thriller",2017,tt2406566,6.7,213841,
"Ingrid Bergman: In Her Own Words",movie,"Biography, Documentary",2015,tt4621016,7.4,2567,
"Fifty Shades Darker",movie,"Drama, Mystery, Romance",2017,tt4465564,4.6,116600,
"King of Mahjong",movie,Comedy,2015,tt4415076,4.8,133,
"Arabian Nights: Volume 2 - The Desolate One",movie,"Drama, Romance",2015,tt4692234,7,1680,
"Arabian Nights: Volume 3 - The Enchanted One",movie,Drama,2015,tt4692242,6.4,1365,
Leap!,movie,"Adventure, Animation, Comedy",2016,tt2261287,6.8,25532,
