title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Our Struggles",movie,Drama,2018,tt7773210,6.7,1689,
"Why Don't You Just Die!",movie,"Comedy, Drama, Thriller",2018,tt7672068,6.8,5531,
"Modest Heroes",movie,"Adventure, Animation, Family",2018,tt8223844,6.6,3362,
Chiwawa,movie,"Drama, Mystery",2019,tt8549590,6.3,306,
"Strangers of Patience",movie,Thriller,2018,tt9715742,5.5,78,
"Free Solo",movie,"Adventure, Documentary, Sport",2018,tt7775622,8.1,81510,
"Jessica Forever",movie,"Drama, Fantasy, Sci-Fi",2018,tt7209350,4.7,1062,
"Yoake no futari",movie,Drama,1968,tt0295045,,,
"Angel of Mine",movie,"Drama, Mystery, Thriller",2019,tt7058080,6.3,12781,
"The Nightshifter",movie,"Horror, Mystery, Thriller",2018,tt7986672,6.2,2737,
"Far From the Tree",movie,Documentary,2017,tt6848736,7.7,653,
"The Standoff at Sparrow Creek",movie,"Crime, Drama, Thriller",2018,tt5304996,6.1,4751,
Acid,movie,Drama,2018,tt8304276,5.9,1674,
Haunt,movie,"Horror, Thriller",2019,tt6535880,6.3,42709,
Hatching,movie,"Drama, Fantasy, Horror",2022,tt12519030,6.2,16862,
Tesla,movie,"Biography, Drama",2020,tt5259822,5.1,11081,
Border,movie,"Crime, Drama, Fantasy",2018,tt5501104,7,36087,
"The Match Girl",movie,"Action, Fantasy",2016,tt5378290,,,
"Along With the Gods: The Last 49 Days",movie,"Action, Adventure, Drama",2018,tt8116428,7.1,9975,
"Dad's Lunch Box",movie,"Comedy, Drama",2017,tt6572190,6.6,146,
"Cherry Boys",movie,Comedy,2018,tt7512170,4.8,92,
Vultures,movie,"Crime, Drama, Thriller",2018,tt5480520,6,620,
"Girls' Encounter",movie,Drama,2017,tt6857958,6.4,144,
"The Glorias",movie,"Biography, Drama, History",2020,tt7435316,6,4045,
"Matthias & Maxime",movie,"Drama, Romance",2019,tt8767908,6.8,9722,
"Violence Voyager",movie,"Adventure, Animation, Comedy",2018,tt8501318,6.7,475,
"Murder Me, Monster",movie,"Drama, Horror, Thriller",2018,tt8311792,5.5,1119,
"Queen of Hearts",movie,Drama,2019,tt8378126,7,15828,
"Lock-On Love",movie,"Comedy, Romance",2018,tt8718066,6.1,297,
Driven,movie,"Biography, Comedy, Crime",2018,tt5592796,6.4,8856,
"Happiest Season",movie,"Comedy, Romance",2020,tt8522006,6.6,50638,
"The Place of No Words",movie,Fantasy,2019,tt8110988,5.4,412,
"Last Seen in Idaho",movie,"Action, Crime, Thriller",2018,tt5040202,4.6,3524,
"The Kindness of Strangers",movie,Drama,2019,tt6515910,6.5,5345,
"Tiny Shoulders, Rethinking Barbie",movie,Documentary,2018,tt7259104,6.7,407,
"A Banana? At This Time of Night?",movie,"Biography, Comedy, Drama",2018,tt9010228,6.4,317,
"The Personal History of David Copperfield",movie,"Comedy, Drama",2019,tt6439020,6.4,23323,
"50 First Kisses",movie,"Comedy, Drama, Romance",2017,tt6916872,6.3,835,
"Bad Candy",movie,"Horror, Thriller",2020,tt6561576,4,3475,
"Umibe no Shuukan taishuu",movie,Comedy,2017,tt6686448,,,
"Arienasasugiru onna: Hikokunin Yoshie",movie,Crime,2017,tt6968710,,,
Kingdoms,movie,Drama,2017,tt7217298,4.8,211,
"High Heels Revolution!",movie,"Comedy, Drama",2016,tt5791008,5.3,8,
"Do Unto Others",movie,"Drama, Thriller",2018,tt7704710,5,188,
"Sorry We Missed You",movie,Drama,2019,tt8359816,7.6,27158,
"Peter Rabbit 2: The Runaway",movie,"Adventure, Animation, Comedy",2021,tt8376234,6.2,15776,
"A Dog's Journey",movie,"Adventure, Comedy, Drama",2019,tt8385474,7.4,30962,
"The Gentlemen",movie,"Action, Crime",2019,tt8367814,7.8,432083,
"Taberu Onna",movie,Drama,2018,tt8232016,5.6,142,
"Escaping the Madhouse: The Nellie Bly Story",movie,Thriller,2019,tt8318648,6.3,2253,
Daliland,movie,"Biography, Drama",2022,tt8399658,5.9,2757,
"The Forgiven",movie,Drama,2021,tt3696180,6.1,10717,
"Rambo: Last Blood",movie,"Action, Crime, Thriller",2019,tt1206885,6.1,115029,
"True Colors",movie,Comedy,2016,tt5923136,,,
"Psychic Agents",movie,"Crime, Mystery, Romance",2017,tt6968706,5,6,
Zenigata,movie,Action,2018,tt8710124,6.5,15,
"Itoshi no Irene",movie,Romance,2018,tt9015764,6.7,135,
"Under the Wire",movie,Documentary,2018,tt8520614,7.7,701,
"I See You",movie,"Horror, Mystery, Thriller",2019,tt6079516,6.8,70964,
Violator,movie,Horror,2018,tt9052440,5.3,27,
"Torinoko City",movie,"Drama, Sci-Fi",2017,tt7316578,5.3,9,
"Red Line Crossing",movie,"Mystery, Thriller",2017,tt6591344,5.6,40,
"Dogs Don't Wear Pants",movie,"Drama, Romance",2019,tt9074574,6.8,7553,
"Chronicle of the After-School Wars",movie,Horror,2018,tt8016032,6.4,112,
"7:20 Once a Week",movie,"Drama, Romance",2018,tt5919064,5.1,504,
"Butterfly Sleep",movie,"Drama, Romance",2017,tt5891642,6.4,151,
"Student A",movie,Drama,2018,tt8574270,6.5,298,
"The Bouncer",movie,"Action, Drama, Thriller",2018,tt7816392,5.9,7094,
Bombshell,movie,"Biography, Drama",2019,tt6394270,6.8,131616,
"Living Together",movie,"Romance, Drama",1973,tt0249746,,,
"High & Low: The Movie 3 - Final Mission",movie,"Action, Drama",2017,tt7624932,7.1,831,
"Treasure Island",movie,Documentary,2018,tt8455816,6.9,578,
"Sea Cat",movie,"Drama, Romance",2004,tt0467709,5.6,86,
"The Antique: Secret of the Old Books",movie,"Drama, Mystery",2018,tt6525872,5.4,154,
"You Still Don't Get Gunma",movie,Comedy,2017,tt6713146,5.9,15,
"Made in Abyss: Journey's Dawn",movie,"Adventure, Animation, Family",2019,tt10068158,7.4,1017,
"Made in Abyss: Wandering Twilight",movie,"Adventure, Animation, Fantasy",2019,tt10068544,7.8,1256,
"Pretty Cure Super Stars!",movie,"Animation, Fantasy, Family, Action, Adventure, Comedy",2018,,,,
"American Muscle",movie,"Drama, Short",2019,tt7147504,7,10,
"Yankee Reppuutai",movie,Action,1995,,,,
"Peesuke: Gatapishi monogatari",movie,Family,1990,tt0134892,,,
"Simple Passion",movie,"Drama, Romance",2020,tt10023172,5.4,1312,
"Lady Ninja: A Blue Shadow",movie,"Action, Adventure, History",2018,tt7707950,7.1,54,
"Kaitou Sentai Lupinranger vs. Keisatsu Sentai Patranger en Film",movie,"Action, Short",2018,tt8594230,7.5,35,
"Salaryman Senka",movie,"Comedy, Drama",1995,,,,
"Salaryman Senka: Tanshin Funin",movie,"Comedy, Drama",1996,,,,
"Shin sarariiman senka",movie,"Comedy, Drama",1997,tt0135649,,,
"You Are the Apple of My Eye",movie,"Drama, Romance",2018,tt7339938,6.2,590,
"After the Wedding",movie,Drama,2019,tt7985692,6.3,9010,
"Come Away",movie,"Adventure, Drama, Fantasy",2020,tt5714470,5.7,6116,
"Panda Days",movie,Documentary,2008,tt1194670,7.2,21,
"Yes, God, Yes",movie,"Comedy, Drama",2019,tt8949056,6.1,19211,
"Though It Is My Life",movie,"Drama, Music, Romance",2018,tt8443922,,,
2067,movie,"Mystery, Sci-Fi",2020,tt1918734,4.9,12368,
Buoyancy,movie,"Crime, Drama",2019,tt5045746,7.3,1552,
"Sound! Euphonium the Movie - Our Promise: A Brand New Day",movie,"Animation, Drama, Music",2019,tt7089882,7.3,622,
U-31,movie,"Drama, Sport",2016,tt5348826,,,
"Ballet Now",movie,Documentary,2018,tt8226078,7.2,233,
Aporia,movie,"Drama, Sci-Fi",2023,tt8511466,5.6,2422,
"Shimajirou the Movie: Great Adventure on Magic Island",movie,Animation,2018,tt8993400,7.3,11,
"The Poison Rose",movie,"Crime, Mystery, Thriller",2019,tt5862166,4.8,11689,
"The Witch: Part 1 - The Subversion",movie,"Action, Mystery, Sci-Fi",2018,tt8574252,7.1,19971,
"The Perennial Weed",movie,"Action, Crime",1975,tt0323970,6.5,25,
"Bad Hair",movie,"Comedy, Horror, Music",2020,tt4798836,5.6,4601,
Midsommar,movie,"Drama, Horror, Mystery",2019,tt8772262,7.1,445968,
"Jim Gaffigan: Noble Ape",movie,Comedy,2018,tt7535580,7.6,1583,
"Bad Education",movie,"Biography, Comedy, Crime",2019,tt8206668,7.1,44845,
"Midnight Bus",movie,Drama,2017,tt6581576,7.5,63,
"The Miracle of Umitsubame Joe",movie,"Action, Crime, Drama",1984,tt0241618,7.2,44,
"The Tax Collector",movie,"Action, Crime, Drama",2020,tt8461224,4.9,16315,
"22 Chaser",movie,"Crime, Drama",2018,tt5130442,5.4,537,
Kao,movie,"Crime, Drama",1957,tt1574617,6.8,31,
"Towering Waves",movie,"Drama, Romance",1960,tt1379229,6.6,12,
"The Hidden Profile",movie,"Drama, Romance",1963,tt2123987,6.4,15,
"Konosuba!: God's Blessing on This Wonderful World! - Legend of Crimson",movie,"Action, Adventure, Animation",2019,tt9239552,7.8,6177,
"The Fable",movie,"Action, Comedy",2019,tt8676426,6.6,3125,
"OVA: Memory Snow",movie,"Adventure, Animation, Drama",2018,tt8565186,7.1,948,
"The Golem",movie,"Drama, Horror",2018,tt8329290,5.5,6057,
"Looking for Magical DoReMi",movie,"Adventure, Animation, Comedy",2020,tt11867418,6.7,277,
"Child's Play",movie,"Drama, Horror, Sci-Fi",2019,tt8663516,5.7,58552,
"Friedkin Uncut",movie,"Biography, Documentary, History",2018,tt8749074,7.1,1231,
"10 Things We Should Do Before We Break Up",movie,Romance,2020,tt7939428,4.7,1599,
"Blinded by the Light",movie,"Comedy, Drama, Music",2019,tt8266310,6.9,27947,
"Calamity of a Zombie Girl",movie,"Animation, Fantasy, Horror",2018,tt8286670,5.3,137,
"Koinowa: Konkatsu Cruising",movie,"Comedy, Romance",2017,tt6117788,,,
"21 Bridges",movie,"Action, Adventure, Crime",2019,tt8688634,6.6,78169,
"The Great Battle",movie,"Action, Drama, History",2018,tt6931414,7,6438,
"Leanne Morgan: So Yummy",movie,Comedy,2018,tt11978184,6.6,41,
"One Son",movie,Drama,2018,tt7646416,,,
"Yaru Onna - She's a Killer",movie,Thriller,2018,tt9047846,,,
Bôkenshatachi,movie,Drama,1975,,,,
"Happy Mail",movie,"Drama, Romance",2018,tt8598552,,,
"Aragne: Sign of Vermillion",movie,"Animation, Drama, Fantasy",2018,tt8685672,5,127,
Blackbird,movie,Drama,2019,tt8717446,6.6,6356,
"Think Again, Junpei",movie,"Crime, Drama",2018,tt8554256,5.5,35,
"Life Goes On",movie,Documentary,2018,tt7189390,,,
"Steven Universe: The Movie",movie,"Action, Adventure, Animation",2019,tt10515852,7.7,10110,
Rampant,movie,"Action, Drama, History",2018,tt6927152,6.3,5116,
Succession,movie,Drama,1992,tt0254490,6.9,35,
"Authentic True Account: Osaka Shock Tactics",movie,"Action, Crime",1976,tt0322857,6.8,46,
"Nihon no jingi",movie,"Action, Crime",1977,tt0358607,5.8,25,
"Yakuza senso: Nihon no Don",movie,"Crime, Drama",1977,tt0144693,6.8,59,
"Kuro no honryu",movie,"Crime, Thriller",1972,tt0352506,6.9,18,
"The Wicked",movie,"Drama, Mystery",1980,tt0211743,5.5,80,
"Shura no mure",movie,"Crime, Drama",1984,tt2236398,5.8,25,
"Nihon no Don: Kanketsuhen",movie,"Crime, Drama",1978,tt0077995,6.6,51,
"Happy Family Plan",movie,"Comedy, Family",2000,tt0259343,6.3,87,
"The Bears' Famous Invasion of Sicily",movie,"Adventure, Animation, Family",2019,tt6284064,7.1,1992,
"Ville Neuve",movie,"Animation, Drama",2018,tt8253812,6.2,52,
"Can You Keep a Secret?",movie,"Comedy, Romance",2019,tt8707922,5.4,22106,
"Sea of Revival",movie,Drama,2019,tt10574728,6.4,242,
"Daniel Isn't Real",movie,"Drama, Fantasy, Horror",2019,tt8745960,6.1,10844,
"We Die Young",movie,"Action, Crime, Drama",2019,tt7903530,5.2,5293,
"Ramen kuitee",movie,"Comedy, Family",2018,tt7797284,5.2,19,
"Love Between Teachers and Students",movie,Romance,2018,,,,
"Satanic Panic",movie,"Comedy, Horror",2019,tt8510350,5.6,7186,
"The Irresponsible Fool",movie,Comedy,1964,tt1171556,6.7,7,
"To the Ends of the Earth",movie,Drama,2019,tt8681422,6.7,1925,
"Big Time Adolescence",movie,"Comedy, Drama",2019,tt3824648,6.9,16822,
Kaeshi,movie,,2017,,,,
"Les Salopes or The Naturally Wanton Pleasure of Skin",movie,Drama,2018,tt8492566,5.9,308,
Freaks,movie,"Drama, Mystery, Sci-Fi",2018,tt8781414,6.7,43082,
"Wander Darkly",movie,"Drama, Mystery, Thriller",2020,tt8902978,5.8,2012,
"Joan of Arc",movie,"Drama, History, War",2019,tt8669356,5.9,831,
"City Hunter: Shinjuku Private Eyes",movie,"Action, Animation, Comedy",2019,tt8161914,6.4,879,
Monica,movie,Drama,2022,tt6337816,6.3,1638,
"The Man Who Feels No Pain",movie,"Action, Comedy, Drama",2018,tt8055888,7.3,9442,
Loro,movie,"Biography, Drama",2018,tt10182822,6.7,7738,
"Double Drive: Ryuu no Kizuna",movie,"Crime, Drama, Sport",2018,tt8933226,,,
"Our Departures",movie,"Drama, Family",2018,tt7707988,7,268,
"Day and Night",movie,Drama,2019,tt9020768,6.2,104,
Skin,movie,"Biography, Crime, Drama",2018,tt6043142,6.8,20320,
"Princess Principal Crown Handler: Chapter 1",movie,"Action, Adventure, Animation",2021,tt8354164,6.9,133,
"Ashita ni nareba.",movie,"Drama, Romance, Sport",2015,tt4190482,,,
"Wandering Peddlers",movie,Drama,1995,tt0457162,7.6,16,
"The World's Longest Photograph",movie,Drama,2018,tt7077210,6.8,42,
"Spooky Kitaro: Yokai Express! The Phantom Train",movie,"Fantasy, Animation, Comedy, Family, Horror",1997,,,,
"Kamen Rider Build: Be the One",movie,"Action, Fantasy, Sci-Fi",2018,tt8591008,6.6,156,
"Kamen Rider Heisei Generations Forever",movie,"Action, Adventure, Fantasy",2018,tt9297624,6.9,212,
"Mount NABI",movie,"Horror, Sci-Fi",2014,tt19899490,5.2,17,
Demekin,movie,"Action, Comedy",2017,tt6872540,7.1,75,
"The Albino's Trees",movie,Drama,2016,tt5628684,6.4,12,
"Lola & Her Brothers",movie,"Comedy, Drama",2018,tt7721550,6.5,614,
"Tasha Tudor: A Still Water Story",movie,Documentary,2017,tt6903444,7.3,27,
Feral,movie,"Drama, Horror, Mystery",2018,tt6937878,5.7,153,
"Feng Shui",movie,"Drama, History",2018,tt7046524,6.1,393,
"Before a Falling Star Fades Away",movie,Drama,2015,tt4348046,5.2,7,
"Dark Figure of Crime",movie,Thriller,2018,tt8119680,6.7,2645,
"Joryu Tohaiden Aki",movie,Drama,2017,,,,
"The Third Wife",movie,Drama,2018,tt7692966,6.6,2412,
"Under One Umbrella",movie,"Drama, Family, Mystery",2018,tt8184296,6.8,17,
"The Nest",movie,"Drama, Romance, Thriller",2020,tt8338762,6.3,19977,
"Ultraman Geed: Connect the Wishes!",movie,"Action, Sci-Fi",2018,tt7772394,6,174,
"Yo-kai Watch Shadowside: The Return of the Oni King",movie,"Action, Animation, Family",2017,tt8929446,7.1,38,
"Werewolf Game: Mad Land",movie,Horror,2018,tt7122596,5.7,132,
"Stray Dogz 6",movie,,2017,tt7200992,,,
"Stray Dogz 7",movie,Drama,2017,tt7228078,,,
Run,movie,"Drama, Horror, Mystery",2020,tt8633478,6.7,104932,
"Step on the Gas",movie,"Action, Crime, Drama",1970,tt0066371,6.5,39,
"Knives Out",movie,"Comedy, Crime, Drama",2019,tt8946378,7.9,814843,
"Memories of a Dead End",movie,"Drama, Romance",2018,tt9343086,6.3,165,
Adrenochrome,movie,"Action, Fantasy, Horror",2017,tt2273648,3.4,590,
Kyôdan,movie,"Action, Crime, Drama",1982,tt0084227,4.9,20,
"100 Things",movie,"Comedy, Drama",2018,tt8129794,6.3,7315,
"We Summon the Darkness",movie,"Drama, Horror, Music",2019,tt8058874,5.2,12744,
Maggie,movie,"Comedy, Drama, Mystery",2018,tt9000062,6.1,622,
"Perfect World",movie,"Drama, Romance",2018,tt6950594,5.9,220,
"The Last Hero",movie,"Drama, Romance",1982,tt0165232,6.1,49,
"A.I. Love You",movie,Romance,2016,tt5889280,6.4,38,
"House of Hummingbird",movie,Drama,2018,tt8951086,7.4,4128,
"Dare to Stop Us",movie,Drama,2018,tt8764582,6.2,173,
"Vampire Night",movie,"Action, Horror",2017,tt6515232,5.4,13,
"Hanalei Bay",movie,Drama,2018,tt8332772,6,145,
"Kaasan ga donna ni boku o kirai demo",movie,Family,2018,tt8410932,6.8,43,
"Intimate Strangers",movie,"Comedy, Drama, Thriller",2018,tt8986842,6.9,2063,
"Adrenochrome II",movie,Action,2020,tt3628688,,,
Homestay,movie,"Drama, Fantasy, Thriller",2018,tt9021140,7.1,1669,
"Anemone: Eureka Seven Hi-Evolution",movie,"Action, Adventure, Animation",2018,tt9266078,7.3,105,
"Yo-kai Watch the Movie: Forever Friends",movie,"Action, Adventure, Family",2018,tt9447676,7.1,39,
"The Body",movie,"Drama, Fantasy, Horror",2018,tt6922148,6.2,3637,
"Christmas Perfection",movie,"Comedy, Drama, Fantasy",2018,tt7872704,5.5,1091,
"Every Other Holiday",movie,"Drama, Family, Romance",2018,tt7999950,6.8,1078,
"Wine Calling",movie,Documentary,2018,tt8135554,6.5,70,
"Believe Me: The Abduction of Lisa McVey",movie,"Biography, Crime, Drama",2018,tt9072202,7.2,17743,
"Yogiri yo kon'ya mo arigatô",movie,"Romance, Drama",1967,tt5420604,5.9,14,
"DTC -Yukemuri Junjou Hen- from HiGH & LOW",movie,"Comedy, Drama",2018,tt9765900,7.1,102,
Medieval,movie,"Action, Drama, History",2022,tt8883486,5.9,13804,
"I Got Questions",movie,Comedy,2015,tt8343498,6.4,83,
"Lying to Mom",movie,Drama,2018,tt8676424,6.4,175,
"70 Big Ones",movie,Thriller,2018,tt7972178,5.9,1402,
"Hugtto! Precure Futari wa Precure All Stars Memories",movie,"Action, Adventure, Animation",2018,tt9230958,7.6,38,
"Last Letter",movie,"Drama, Romance",2018,tt9078374,6.5,808,
"The Hug",movie,"Horror, Sci-Fi, Short",2018,tt9161434,6.2,1041,
Carved,movie,"Horror, Short",2018,tt9145136,5.6,345,
Urn,movie,"Horror, Short",2018,tt9110362,4.9,217,
"The Rizzle",movie,"Horror, Short",2018,tt9066392,6,502,
Lippy,movie,"Horror, Short",2018,tt9294050,4.2,286,
"Haunted, Horrifying Sounds from Beyond the Grave",movie,"Horror, Short",2018,tt9220116,5.6,166,
"The Gillymuck",movie,"Horror, Short",2018,tt9097550,5.6,312,
"The Box",movie,"Horror, Short",2018,tt9214766,5.8,268,
"Wotakoi: Love Is Hard for Otaku",movie,"Comedy, Musical, Romance",2020,tt9018612,5.2,636,
"The Island of Cats",movie,Drama,2019,tt8845988,6.5,294,
"Fool's Paradise",movie,Comedy,2023,tt9013340,4.7,7066,
Helene,movie,"Biography, Drama, Romance",2020,tt9742588,6.2,897,
"Honest Thief",movie,"Action, Crime, Drama",2020,tt1838556,6,60483,
"Shinjuku Punch",movie,"Crime, Drama",2018,tt9124914,,,
"Ai Uta: Yakusoku no Nakuhito",movie,"Drama, Romance",2019,tt9019312,5.9,148,
"The Relative Worlds",movie,"Animation, Drama, Family",2019,tt9648078,5.8,526,
"Saga of Tanya the Evil - The Movie",movie,"Action, Adventure, Animation",2019,tt9507276,7.5,1797,
Torpedo,movie,"Action, Adventure, History",2019,tt8829128,5.9,3124,
"Every Day Is Christmas",movie,"Drama, Fantasy, Romance",2018,tt9102152,5.9,627,
"X - The eXploited",movie,"Crime, Thriller",2018,tt6190456,6.4,1675,
Kingdom,movie,"Action, History, War",2019,tt9099938,6.7,4886,
"Endings, Beginnings",movie,Drama,2019,tt9147456,5.6,7896,
"Britt-Marie Was Here",movie,"Comedy, Drama, Sport",2019,tt8103160,5.5,2552,
"Body at Brighton Rock",movie,"Comedy, Drama, Fantasy",2019,tt7942746,4.7,2920,
"Three Thousand Years of Longing",movie,"Drama, Fantasy, Romance",2022,tt9198364,6.7,68311,
"Kuchikukan yukikaze",movie,War,1964,tt8992702,,,
"Linking Love",movie,"Comedy, Music, Romance",2017,tt7112172,6,28,
"Flesh & Blood",movie,"Drama, Fantasy, Horror",2018,tt8523678,6.2,2810,
Sibyl,movie,Drama,2019,tt9173264,6,5943,
"Osomatsusan the Movie",movie,"Animation, Comedy, Drama",2019,tt8866460,6.9,130,
"Psycho-Pass: Sinners of the System Case.2 First Guardian",movie,"Action, Animation, Crime",2019,tt11078434,7,1097,
"Psycho-Pass: Sinners of the System Case.3 on the Other Side of Love and Hate",movie,"Action, Animation, Crime",2019,tt11078522,7.2,1079,
"Alone We Fight",movie,War,2018,tt8358682,3,583,
"The Green Knight",movie,"Adventure, Drama, Fantasy",2021,tt9243804,6.6,125640,
"Shock Wave 2",movie,"Action, Crime, Thriller",2020,tt9597838,6.6,3104,
Minamata,movie,Drama,2020,tt9179096,7.2,24059,
Downhill,movie,"Comedy, Drama",2020,tt4558376,4.9,14334,
"The Dude in Me",movie,"Action, Comedy, Fantasy",2019,tt9759978,6.9,3224,
"King Petar the First",movie,"Biography, Drama, History",2018,tt8161166,6.7,2018,
"The Amusement Park",movie,"Drama, Horror, Thriller",1975,tt9270362,6.3,3511,
"SUPER Horrifying Story 2",movie,Horror,2017,tt9271848,,,
"Fukushima 50",movie,"Action, Drama, Thriller",2020,tt9318772,6.1,3604,
"Nani wa naku tomo zen'in shûgô!!",movie,Comedy,1967,tt0318483,4.9,14,
Jallikattu,movie,"Action, Crime, Drama",2019,tt8721556,7.3,9334,
"The Secret Mission",movie,"Comedy, Drama, History",2019,tt9602258,6.9,718,
"Koko-di Koko-da",movie,"Drama, Fantasy, Horror",2019,tt9355200,5.8,2930,
"What's Up Connection",movie,"Comedy, Drama",1990,tt12816922,6.6,51,
Jawline,movie,Documentary,2019,tt8499102,6.1,597,
"South to the Horizon",movie,"Action, Drama",1986,tt0434191,6.1,12,
"Hail Satan?",movie,Documentary,2019,tt9358044,7.3,8233,
"Lupinranger vs. Patranger vs. Kyuranger",movie,"Action, Fantasy, Sci-Fi",2019,tt9332122,8,58,
"Ask Dr. Ruth",movie,"Biography, Documentary",2019,tt9353586,7.7,1151,
"The United States vs. Billie Holiday",movie,"Biography, Drama, Music",2021,tt8521718,6.3,15336,
Gangoose,movie,"Action, Crime, Drama",2018,tt8579238,4.6,45,
"Toni Morrison: The Pieces I Am",movie,Documentary,2019,tt9358206,7.7,968,
Untouchable,movie,"Biography, Crime, Documentary",2019,tt9358228,6.7,3321,
"12 Suicidal Teens",movie,"Drama, Mystery, Thriller",2019,tt9214844,5.8,1186,
"Re: Zero kara Hajimeru Isekai Seikatsu: Hyouketsu no Kizuna",movie,"Adventure, Animation, Drama",2019,tt11285348,6.9,797,
"Rice and Boobs",movie,Drama,2011,tt9385434,6.3,71,
Melancholic,movie,"Comedy, Crime, Drama",2018,tt9155928,6.5,441,
Pooka!,movie,"Drama, Fantasy, Horror",2018,tt8870814,5.4,3088,
"Without Remorse",movie,"Action, Drama, Thriller",2021,tt0499097,5.8,67607,
"New Year, New You",movie,"Drama, Fantasy, Horror",2018,tt8870816,5.6,2556,
"Un ga yoke rya",movie,"Action, Crime",1966,tt0410824,6.4,37,
Diner,movie,Crime,2019,tt9729206,5.9,519,
"No Longer Human",movie,"Biography, Drama, Thriller",2019,tt10065976,6,656,
"The Battle of Jangsari",movie,War,2019,tt9018916,6.2,1988,
"Extreme Job",movie,"Comedy, Crime",2019,tt9541602,7.1,14310,
"The Roads Not Taken",movie,Drama,2020,tt9411866,5.2,3062,
"Rupan sansei: Rupan wa imamo moeteiruka?",movie,"Adventure, Animation, Comedy",2018,tt7775410,6.8,92,
"Chinsoudan 2gousha",movie,Horror,2014,tt14239504,,,
"Monooki no piano",movie,Drama,2014,tt3504412,5.1,9,
Misbehaviour,movie,"Comedy, Drama, History",2020,tt9148706,6.4,11185,
Ten,movie,,2017,,,,
"Snake Eyes",movie,"Action, Adventure, Crime",2021,tt8404256,5.4,46583,
"The Amazing Johnathan Documentary",movie,Documentary,2019,tt9358084,6.5,1728,
Skin,movie,"Drama, Short, Thriller",2018,tt7332306,7.1,5679,
"Trinity Seven The Movie 2: Heavens Library & Crimson Lord",movie,"Action, Animation, Comedy",2019,tt9826484,6.6,402,
Rosebud,movie,"Comedy, Drama, Romance",2019,tt10449248,6.3,188,
"Cheer Up, Mr. Lee",movie,"Comedy, Drama, Family",2019,tt10925770,7,583,
"The Collini Case",movie,"Crime, Drama, Thriller",2019,tt8739752,7.3,14346,
Dafne,movie,Drama,2019,tt8452422,6.4,314,
Down,movie,"Drama, Fantasy, Horror",2019,tt9061402,6.4,3470,
"Digimon Adventure: Last Evolution Kizuna",movie,"Action, Adventure, Animation",2020,tt9507234,7.5,2147,
"Freaks Out",movie,"Adventure, Drama, Fantasy",2021,tt7270808,6.9,7813,
"Pretty Cure Miracle Universe",movie,"Action, Adventure, Animation",2019,tt10037700,7.4,180,
"The Juror",movie,Drama,2019,tt6985094,7.3,1197,
"Another Child",movie,Drama,2019,tt8991322,6.7,476,
"Paradise Beach",movie,"Action, Thriller",2019,tt7511008,4.6,2571,
"Sons of Denmark",movie,"Drama, Thriller",2019,tt9514970,6.4,1965,
"The Culprit",movie,"Crime, Mystery, Thriller",2019,tt10633722,5.9,456,
"Mr. Zoo: The Missing VIP",movie,"Action, Comedy",2020,tt11566166,5.6,600,
"How to Build a Girl",movie,Comedy,2019,tt4193072,6,5278,
School-Live!,movie,"Comedy, Drama, Horror",2019,tt9038304,5.5,297,
"All of Them Are Troublesome Girls!",movie,"Comedy, Romance",2019,tt9849964,6.8,12,
"After-School Starlight",movie,"Comedy, Drama, Romance",2019,tt9849230,5.1,30,
"Love, Again",movie,"Comedy, Romance",2018,tt8562738,5.4,178,
"Ojosan shacho",movie,Music,1953,tt0408052,6.6,9,
"Ginza no koi no monogatari",movie,Drama,1962,tt2538828,5.9,16,
"Spooky Kitaro: Ghost Nighter",movie,"Animation, Family, Fantasy, Horror, Comedy",1997,,,,
"White Snake",movie,"Action, Adventure, Animation",2019,tt9288776,7,5848,
"Made in Abyss: Dawn of the Deep Soul",movie,"Adventure, Animation, Drama",2020,tt10068916,8,6444,
Kingmaker,movie,"Drama, History",2022,tt17491616,6.8,867,
"The Golden Holiday",movie,Comedy,2020,tt8123506,5.4,394,
"Turning Point",movie,Drama,1994,tt0110739,5.8,62,
"Kamen Rider Amazons: Reincarnation",movie,"Action, Fantasy, Horror",2018,tt11253210,7.7,28,
Vigilante,movie,Drama,2017,tt6609412,6.2,29,
"Se upp för Jönssonligan",movie,"Comedy, Crime",2020,tt8880922,4,4130,
Poms,movie,"Comedy, Drama, Sport",2019,tt5125894,6.1,8009,
Harpoon,movie,"Comedy, Horror, Thriller",2019,tt7831358,5.9,6418,
Anitomo,movie,"Comedy, Romance",2018,tt8648126,5.8,67,
"Kamen Rider Build New World: Kamen Rider Cross-Z",movie,"Action, Fantasy, Sci-Fi",2019,tt9724114,7.4,86,
"The Three Undelivered Letters",movie,"Drama, Mystery",1979,tt0204360,6.1,80,
"One Second",movie,"Comedy, Drama, History",2020,tt8959680,7.1,3148,
Abigail,movie,"Action, Adventure, Family",2019,tt7025388,4.8,4774,
"The New King of Comedy",movie,"Comedy, Drama",2019,tt9368628,6.2,1974,
"Fyre Fraud",movie,Documentary,2019,tt7843600,6.8,7002,
"Doraemon: Nobita's Chronicle of the Moon Exploration",movie,"Action, Adventure, Animation",2019,tt9735672,6.8,1434,
Integrity,movie,"Crime, Drama, Mystery",2019,tt9575160,5.5,613,
