title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Kaizoku Sentai Gokaiger the Movie: The Flying Ghost Ship",movie,"Action, Adventure, Short",2011,tt1980997,6.5,99,
"GoGo Sentai Boukenger the Movie: The Greatest Precious",movie,"Action, Family, Sci-Fi",2006,tt0824339,7.6,43,
"Tokusou Sentai Dekaranger the Movie: Full Blast Action",movie,"Action, Short",2004,tt0816680,7.3,67,
"Tensou Sentai Goseiger: Epic on the Movie",movie,"Action, Short",2010,tt1667123,6.3,31,
"Tensou Sentai Goseiger vs. Shinkenger: Epic on Ginmaku",movie,Action,2011,tt1764632,6.3,75,
"Love, Rosie",movie,"Comedy, Romance",2014,tt1638002,7.1,162281,
"Hyakujuu Sentai Gaoranger: The Fire Mountain Roars",movie,Short,2001,tt0861351,6.7,40,
"Bakuryuu Sentai Abaranger Deluxe: Abare Summer Is Freezing Cold",movie,Short,2003,tt0860893,6.9,41,
"Ultraman Cosmos: The Blue Planet",movie,"Action, Sci-Fi",2002,tt1260515,6.9,100,
"Fukigen na kajitsu",movie,Drama,1997,tt0294589,5,31,
"Tora-san's Sunrise and Sunset",movie,Comedy,1976,tt0075026,7,131,
"Tora-san's Grand Scheme",movie,Comedy,1970,tt0066370,6.6,163,
"Blue Exorcist: The Movie",movie,"Action, Adventure, Animation",2012,tt3028018,7.1,2657,
"Late Bloomers",movie,"Comedy, Drama, Romance",1996,tt0116834,6,618,
"Four Days of Snow and Blood",movie,"Action, Drama, War",1989,tt0203022,6.3,249,
"Tokyo Park",movie,"Drama, Family",2011,tt1783792,6.2,244,
"May Love Be Restored",movie,"Drama, Romance",1980,tt2401716,6.6,33,
"The Man from U.N.C.L.E.",movie,"Action, Adventure, Comedy",2015,tt1638355,7.2,346319,
Jessabelle,movie,"Drama, Horror, Mystery",2014,tt2300975,5.4,26586,
"Humanoid Monster, Bem the Movie",movie,Horror,2012,tt2210828,5.4,123,
"Final Take: The Golden Age of Movies",movie,"Comedy, Drama",1986,tt0093348,7,207,
"HK: Forbidden Super Hero",movie,"Action, Comedy, Fantasy",2013,tt2708764,5.8,2849,
Zomvideo,movie,"Comedy, Horror",2011,tt2089864,4.9,126,
"Hotel Blu Kaien",movie,Drama,2012,tt1949198,6.1,74,
"Kamen Rider Movie War Ultimatum: Kamen Rider vs. Kamen Rider Wizard & Fourze",movie,"Action, Adventure, Comedy",2012,tt2519428,6.8,155,
"Kyoto Story",movie,Drama,2010,tt2100562,6.5,216,
"The Imitation Game",movie,"Biography, Drama, Thriller",2014,tt2084970,8,851715,
"Tokumei Sentai Go-Busters Returns vs. Dôbutsu Sentai Go-Busters",movie,"Action, Sci-Fi",2013,tt2754918,7.1,31,
"In the Heart of the Sea",movie,"Action, Adventure, Biography",2015,tt1390411,6.9,154933,
"Waiting in the Dark",movie,"Drama, Romance, Thriller",2006,tt0872007,7.1,355,
Predestination,movie,"Action, Drama, Sci-Fi",2014,tt2397535,7.4,321390,
"Ue o muite arukô",movie,Drama,1962,tt0208529,6.5,27,
"The Unbroken",movie,Drama,2009,tt1337125,6.7,266,
"Granny Gabai",movie,"Drama, Family",2006,tt0480773,6.7,229,
"A Tale of Sorrow and Sadness",movie,Drama,1977,tt0076146,6.5,319,
"Role Play",movie,Thriller,2012,tt2973730,5.8,70,
Inferno,movie,"Action, Adventure, Crime",2016,tt3062096,6.2,195693,
"Stonehearst Asylum",movie,"Drama, Horror, Mystery",2014,tt1772264,6.8,62577,
"Free and Easy 11",movie,Comedy,2000,tt0328573,5.7,23,
"Amagi Pass",movie,"Drama, Mystery",1983,tt0128039,7,185,
Herb,movie,Drama,2007,tt0969274,6.3,261,
"Kumail Nanjiani: Beta Male",movie,Comedy,2013,tt2901584,7,526,
"A Tale of Samurai Cooking: A True Love Story",movie,"Drama, History",2013,tt2653264,6.7,578,
"Kurayami kara te wo nobase",movie,Drama,2013,tt2720908,6.6,60,
"Second Virginity",movie,Drama,2011,tt1854361,4.8,55,
"The Jungle",movie,"Horror, Thriller",2013,tt2444092,3.7,1023,
"Batman v Superman: Dawn of Justice",movie,"Action, Adventure, Sci-Fi",2016,tt2975590,6.5,770282,
"Enough Said",movie,"Comedy, Drama, Romance",2013,tt2390361,7,67874,
"Twilight Syndrome: Dead Go Round",movie,Horror,2008,tt1281397,5.3,87,
"Twilight Syndrome: Dead Cruise",movie,Horror,2008,tt1275848,4,57,
"Kamen Rider Super Den-O Trilogy: Episode Red - Zero's Star Twinkle",movie,"Action, Adventure, Comedy",2010,tt1663158,5.6,80,
"Kamen Rider Super Den-O Trilogy: Episode Blue - The Dispatched Imagin is Newtral",movie,"Action, Adventure, Comedy",2010,tt1670661,5.5,73,
"Kamen Rider Super Den-O Trilogy: Episode Yellow - Treasure de End Pirates",movie,"Action, Adventure, Comedy",2010,tt1675293,5.2,76,
"Year One in the North",movie,Drama,2005,tt0439226,6.6,180,
"Hissatsu!: Sure Death!",movie,Drama,1984,tt0194940,5.5,91,
"The Pavillion Salamandre",movie,Comedy,2006,tt0860508,5.1,110,
Persona,movie,"Action, Thriller, Drama, Science Fiction",2008,tt1164629,5.5,46,
"The Pact",movie,Comedy,2011,tt1956665,7.5,17,
"Blood Shot",movie,"Action, Comedy, Horror",2013,tt1196124,3.7,913,
Minions,movie,"Adventure, Animation, Comedy",2015,tt2293640,6.4,272525,
"Hunter X Hunter: Phantom Rouge",movie,"Action, Adventure, Animation",2013,tt2918988,6.6,3583,
"Oboroyo no onna",movie,Drama,1936,tt0028052,7.1,81,
"Sergeant Keroro Super Movie 2: The Deep Sea Princess de arimasu!",movie,"Animation, Comedy, Family",2007,tt1207645,6.5,90,
"The Great Battle of the Flying Saucers",movie,"Action, Animation, Sci-Fi",1975,tt3445068,6.2,37,
"The Catch",movie,Drama,1983,tt0085632,6.9,193,
"Leaving on the 15th Spring",movie,Drama,2013,tt2368527,7.1,190,
"Before the Vigil",movie,Drama,2013,tt2215466,6,93,
"Fading Gigolo",movie,"Comedy, Romance",2013,tt2258345,6.2,25884,
"Hide and Seek",movie,"Horror, Mystery, Thriller",2013,tt3155654,6.3,2486,
"Zone Pro Site: The Moveable Feast",movie,Comedy,2013,tt3166476,6.5,711,
"Pretty Cure All Stars New Stage 2: Kokoro no Tomodachi",movie,"Action, Adventure, Animation",2013,tt6447408,7.9,28,
"Ted 2",movie,Comedy,2015,tt2637276,6.3,246801,
"Young Ones",movie,"Action, Drama, Romance",2014,tt2693664,5.8,10669,
"Documentary of AKB48: To Be Continued",movie,"Documentary, Music",2011,tt1780821,7.4,62,
"Carmen Falls in Love",movie,Comedy,1952,tt0044793,6.2,242,
Bethlehem,movie,"Drama, Thriller, War",2013,tt2915160,7.1,2294,
"A Broken Drum",movie,"Comedy, Drama",1949,tt0042056,6.9,131,
"Into the Storm",movie,"Action, Adventure, Drama",2014,tt2106361,5.8,73119,
"Danger Stalks Near",movie,Comedy,1957,tt0050421,6.4,144,
Avenged,movie,"Action, Fantasy, Horror",2013,tt2378453,5.5,4637,
"Mike Birbiglia: My Girlfriend's Boyfriend",movie,Comedy,2013,tt2937390,7.9,3778,
"Farewell to Spring",movie,Drama,1959,tt0053259,6.4,151,
"The Shape of Night",movie,"Crime, Drama",1964,tt2162278,7.3,270,
"Left Behind",movie,"Action, Fantasy, Sci-Fi",2014,tt2467046,3.1,43619,
"The Garden of Women",movie,Drama,1954,tt0047300,6.9,260,
"The Girl I Loved",movie,"Drama, Romance",1946,tt0039091,6.4,138,
"The Good Fairy",movie,Drama,1951,tt0043159,6.5,103,
"The Living Magoroku",movie,Drama,1943,tt0036034,5.9,167,
"Doraemon: Nobita's Secret Gadget Museum",movie,"Action, Adventure, Animation",2013,tt2768084,7,1469,
"The Ghost of Yotsuya: Part II",movie,Horror,1949,tt0380827,6.7,263,
"Kamisamaga kureta akanbô",movie,Drama,1979,tt0322919,5.9,48,
"Iron Girl",movie,Action,2012,tt2290648,4.2,167,
Travelers,movie,"Action, Adventure, Sci-Fi",2013,tt2734790,4.6,175,
"The End of Summer",movie,"Biography, Drama, Romance",2013,tt2222458,6,143,
"Grand Piano",movie,"Drama, Music, Mystery",2013,tt2039345,5.9,20043,
"Greatful Dead",movie,"Comedy, Horror, Thriller",2013,tt3181588,6.3,886,
"Miss Zombie",movie,Horror,2013,tt2542616,6.2,807,
"On the Way to School",movie,Documentary,2013,tt3013258,7.3,1333,
Wer,movie,"Action, Horror, Mystery",2013,tt2229511,5.9,10333,
"DV: Domestic Violence",movie,Drama,2005,tt0468703,6.2,68,
"The Fault in Our Stars",movie,"Drama, Romance",2014,tt2582846,7.6,414257,
"Seven Days of Himawari and Her Puppies",movie,Drama,2012,tt2114398,6.6,154,
"The Backwater",movie,Drama,2013,tt2403453,6.2,387,
"The Boy and the World",movie,"Adventure, Animation, Family",2013,tt3183630,7.5,7841,
"Man Who Causes a Storm",movie,"Drama, Music",1957,tt0160007,6.1,107,
"Crest of Betrayal",movie,"Action, Drama, Horror",1994,tt0109430,6.4,308,
"The Fallen Angel",movie,Drama,2010,tt1361324,5.7,282,
Gacchaman,movie,"Action, Drama, Fantasy",2013,tt2451110,5,533,
"That Awkward Moment",movie,"Comedy, Romance",2014,tt1800246,6.1,109042,
Non-Stop,movie,"Action, Mystery, Thriller",2014,tt2024469,6.9,281992,
"Forget Love for Now",movie,Drama,1937,tt0796596,6.9,100,
"My Sons",movie,"Drama, Romance",1991,tt0102488,7.5,371,
"Steins;Gate: The Movie - Load Region of Déjà Vu",movie,"Animation, Mystery, Sci-Fi",2013,tt2967286,7.8,10399,
"I'll Give It My All... Tomorrow",movie,Comedy,2013,tt2401037,6.5,199,
"The Shadow Spirit",movie,"Crime, Mystery, Thriller",2007,tt0949831,5.4,120,
"Marc Maron: Thinky Pain",movie,Comedy,2013,tt3004634,7.3,1991,
"The Little Penguin Pororo's Racing Adventure",movie,"Animation, Family, Sport",2013,tt2652476,5.2,268,
"Let Him Rest in Peace",movie,"Crime, Drama",1985,tt0380761,6.6,72,
"Dawn of a Filmmaker: The Keisuke Kinoshita Story",movie,"Biography, Drama, War",2013,tt2444942,6.8,123,
"The Returned",movie,"Crime, Drama, Horror",2013,tt2093270,5.9,8916,
"Garo and the Wailing Dragon",movie,"Action, Drama, Fantasy",2012,tt2476436,5.8,131,
"Rough Play",movie,Drama,2013,tt2653262,5.6,487,
Fury,movie,"Action, Drama, War",2014,tt2713180,7.6,576915,
"The SpongeBob Movie: Sponge Out of Water",movie,"Adventure, Animation, Comedy",2015,tt2279373,6,64404,
"Kankin tantei",movie,Mystery,2013,tt2431938,,,
"The Pact II",movie,"Horror, Mystery, Thriller",2014,tt2924442,4.4,3882,
"Ninpuu Sentai Hurricaneger: 10 Years After",movie,"Action, Adventure, Comedy",2013,tt2944060,7.5,39,
"Detective Conan: Private Eye in the Distant Sea",movie,"Action, Adventure, Animation",2013,tt3303446,6.5,1755,
"Darkness in the Light",movie,Drama,2001,tt0278592,5.8,72,
Wild,movie,"Adventure, Biography, Drama",2014,tt2305051,7.1,142907,
"The Apology King",movie,Comedy,2013,tt2556296,6.4,449,
"Han Gong-ju",movie,"Crime, Drama",2013,tt3265462,7.2,3000,
"Junk Food",movie,"Crime, Drama",1997,tt0119407,5.7,195,
"Hanasaku Iroha: Home Sweet Home",movie,"Animation, Comedy, Drama",2013,tt2404237,7,420,
"Big Game",movie,"Action, Adventure, Comedy",2014,tt2088003,5.4,36442,
"Hayabusa: The Long Voyage Home",movie,Drama,2012,tt1825130,5.3,84,
"The Champions",movie,"Comedy, Sport",1983,tt0085260,6.7,223,
"Sweet Whip",movie,"Drama, Mystery",2013,tt2474906,5.9,489,
"Holly's Holiday",movie,"Adventure, Comedy, Fantasy",2011,tt2304098,5.4,1457,
Bushido,movie,"Action, Drama, History",2013,tt2698678,6.6,78,
"Tora-san Goes Religious?",movie,Comedy,1983,tt0086062,6.9,102,
"The End of Puberty",movie,Drama,2011,tt2258425,4.9,27,
"Kaidan Shin Mimibukuro - Igyô",movie,Horror,2012,tt2183374,6.1,33,
"Nuigulumar Z",movie,"Action, Comedy, Fantasy",2013,tt2849348,5.6,149,
"Princess Sakura: Forbidden Pleasures",movie,"Adventure, Comedy, Drama",2013,tt2779932,3.9,217,
"Furueru shita",movie,"Drama, Horror",1980,tt0409992,7,249,
"Sergeant Keroro the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island De Arimasu!!",movie,"Action, Animation, Comedy",2010,tt1606599,5.7,51,
"Kamen Rider × Super Sentai × Space Sheriff: Super Hero Taisen Z",movie,"Action, Adventure, Comedy",2013,tt2632184,6.4,160,
"Private Lessons II",movie,"Comedy, Drama, Romance",1993,tt0107878,3.8,153,
"A Golden Christmas 3",movie,"Comedy, Family, Romance",2012,tt2315500,5.6,928,
"Phone Call to the Bar 2",movie,Comedy,2013,tt2381618,6,200,
"Saving Santa",movie,"Adventure, Animation, Comedy",2013,tt2204315,5.3,2853,
"Enemies Closer",movie,"Action, Thriller",2013,tt2395199,5.1,6922,
"Speed Master",movie,Action,2007,tt1016319,5.8,79,
"Bodacious Space Pirates: Abyss of Hyperspace",movie,"Adventure, Animation, Comedy",2014,tt3204020,6.2,72,
"Hunter x Hunter: The Last Mission",movie,"Action, Adventure, Animation",2013,tt3198698,6.6,3067,
"Tora-san's Forbidden Love",movie,"Comedy, Romance",1984,tt0087858,6.3,88,
Touchless,movie,"Drama, Thriller",2013,tt2508332,4.2,308,
"Tokyo Tribe",movie,"Action, Fantasy, Musical",2014,tt2808986,6.4,3722,
"The Prince",movie,"Action, Thriller",2014,tt1085492,4.6,19445,
Regression,movie,"Crime, Drama, Mystery",2015,tt3319920,5.6,43734,
"Run All Night",movie,"Action, Crime, Thriller",2015,tt2199571,6.6,117946,
"Kamen Rider × Super Sentai: Super Hero Taisen",movie,"Action, Adventure, Comedy",2012,tt2210717,7.1,261,
"Dead Snow 2: Red vs. Dead",movie,"Action, Comedy, Horror",2014,tt2832470,6.8,27711,
Cooties,movie,"Action, Comedy, Horror",2014,tt2490326,5.7,29693,
Rage,movie,"Action, Thriller",2014,tt2401807,5,25998,
"The Attorney",movie,"Crime, Drama, History",2013,tt3404140,7.7,8112,
"Bayonetta: Bloody Fate",movie,"Action, Animation, Fantasy",2013,tt3306776,5.7,1765,
"Colorado Serenade",movie,Western,1946,tt0038422,5.5,140,
"Pandora's Box",movie,Drama,2009,tt1339478,7.1,43,
"Welcome Home, Hayabusa",movie,Drama,2012,tt1851033,5.9,28,
Tugumi,movie,Drama,1990,tt0100820,6.4,170,
"Rob the Mob",movie,"Biography, Crime, Drama",2014,tt2481480,6.3,12091,
"The Lazarus Effect",movie,"Horror, Mystery, Sci-Fi",2015,tt2918436,5.2,47391,
Firestorm,movie,"Action, Crime, Thriller",2013,tt3341072,6.2,3122,
"Kiri no hata",movie,"Crime, Drama",1965,tt1363113,7.3,200,
"The Serialist",movie,Mystery,2013,tt2656120,5.8,42,
"Steal My Heart",movie,"Comedy, Crime, Romance",2013,tt3694790,6.2,796,
"True Story",movie,"Biography, Crime, Drama",2015,tt2273657,6.3,74359,
"Yves Saint Laurent",movie,"Biography, Drama",2014,tt2707858,6.2,13435,
"Christmas Belle",movie,"Drama, Family, Romance",2013,tt3068466,5.1,2184,
Control,movie,"Crime, Mystery, Sci-Fi",2013,tt2550112,6,285,
Damejin,movie,Comedy,2006,tt1020009,6,77,
"Dawn of a New Day: The Man Behind VHS",movie,"Biography, Drama",2002,tt0329177,6.8,112,
"Anjelah Johnson: The Homecoming Show",movie,"Comedy, Documentary",2013,tt3499286,6.7,329,
"The Popcorn Chronicles",movie,"Action, Comedy",2014,tt2378936,4.3,796,US
"Seventh Code",movie,"Mystery, Thriller",2013,tt3265404,5.8,654,
"Tora-san, His Tender Love",movie,Comedy,1970,tt0125970,6.6,206,
"Happy Valley",movie,"Documentary, Drama, Sport",2014,tt2171902,7,1321,
"Moratoriamu Tamako",movie,"Comedy, Drama",2013,tt3134060,6.5,821,
"Tora-san's Dream of Spring",movie,"Comedy, Romance",1979,tt0079685,6.7,104,
"Tora-san's Runaway",movie,Comedy,1970,tt0066190,6.7,176,
"Moon Mask Rider",movie,"Action, Adventure, Fantasy",1981,tt0203520,5.9,63,
"The Scribbler",movie,"Drama, Mystery, Sci-Fi",2014,tt2396721,5.3,5255,
"Hot Young Bloods",movie,"Comedy, Drama, Romance",2014,tt3579990,6.7,2058,
"Tora-san's Shattered Romance",movie,Comedy,1971,tt0071953,6.7,166,
"Kiki's Delivery Service",movie,"Adventure, Comedy, Fantasy",2014,tt2865558,5.7,1068,
"Tora-san, the Good Samaritan",movie,Comedy,1971,tt0067539,6.9,133,
"Love on Sunday: Last Words",movie,"Drama, Romance",2007,tt1194614,6.6,99,
"Imperial Dreams",movie,Drama,2014,tt3331028,6.7,4876,
"Madame Bovary",movie,"Drama, Romance",2014,tt2334733,5.7,9087,
"Tora-san's Love Call",movie,Comedy,1971,tt0067540,7.2,138,
"And So It Goes",movie,"Comedy, Drama, Romance",2014,tt2465146,5.9,15747,
"The Snow White Murder Case",movie,"Crime, Drama, Mystery",2014,tt3096712,6.9,2151,
Kaleidoscope,movie,Documentary,1999,tt2224323,5.9,42,
"The Devil's Path",movie,Thriller,2013,tt2565752,6.6,1278,
"Hostage of an Illusion",movie,"Crime, Drama, Romance",2012,tt1815893,5.9,99,
"Tora-san's Dear Old Home",movie,Comedy,1972,tt0069051,6.7,135,
"The Pinkie",movie,"Action, Comedy, Drama",2014,tt3385490,6.2,50,
"Boy's Choir",movie,"Drama, Music",2000,tt0233595,6.5,262,
"The Most Beautiful Night in the World",movie,Drama,2008,tt1233491,7.1,92,
"San Andreas",movie,"Action, Adventure, Thriller",2015,tt2126355,6.1,266679,
"Among the Living",movie,"Horror, Thriller",2014,tt2473750,5.5,2641,
"Department Q: The Absent One",movie,"Crime, Drama, Mystery",2014,tt3140100,7.1,27459,
"Mameshiba Cubbish Puppy",movie,Drama,2009,tt1305909,6.1,29,
Jossy's,movie,"Action, Comedy, Sci-Fi",2014,tt3413690,5.5,175,
"Brick Mansions",movie,"Action, Crime, Thriller",2014,tt1430612,5.6,44927,
"Tora-san's Dream-Come-True",movie,Comedy,1972,tt0069052,6.8,122,
"The Next Generation Patlabor: Tokyo War",movie,"Action, Sci-Fi",2015,tt3216086,4.3,206,
"The Little House",movie,"Drama, Romance",2014,tt2530392,7.3,1492,
"Crying 100 Times: Every Raindrop Falls",movie,"Drama, Romance",2013,tt2345126,6,85,
"The November Man",movie,"Action, Adventure, Crime",2014,tt2402157,6.3,71900,
"Nippon no Don: Yabohen",movie,"Crime, Drama",1977,tt0076461,6.6,64,
"The Great Okinawa Yakuza War",movie,"Action, Crime, Drama",1976,tt0183594,6.7,155,
"Je T'aime: I Am a Beast",movie,,2008,tt1326989,6.6,14,
"The Forger",movie,"Crime, Drama, Thriller",2014,tt2376218,5.8,13713,
"Pecoross' Mother and Her Days",movie,"Comedy, Drama, Family",2013,tt2210842,6.9,215,
"Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran",movie,"Adventure, Animation, Drama",2013,tt2323836,7.3,2925,
"Times of Joy and Sorrow",movie,Drama,1957,tt0051211,7.1,162,
"The Gate of Youth",movie,Drama,1981,tt0203101,6.6,70,
"Night Flight",movie,Drama,2014,tt3506934,7.5,1489,
"Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon",movie,Animation,2011,tt2141749,6.7,134,
"Tokyo Bordello",movie,Drama,1987,tt0204750,6.5,255,
Focus,movie,"Comedy, Crime, Drama",2015,tt2381941,6.6,285945,
"Fujimi nichoume koukyou gakudan shirîzu: Kanrei zensen kondakutâ",movie,Drama,2012,tt2132332,5.3,100,
"The Star of Cottonland",movie,"Animation, Drama, Fantasy",1984,tt1647467,7,103,
"The Water Diviner",movie,"Drama, History, War",2014,tt3007512,7,79483,
"Violent Panic: The Big Crash",movie,"Action, Crime",1976,tt0325140,7.1,207,
"Train Brain Express",movie,Drama,2011,tt1728599,6.1,140,
"Point Break",movie,"Action, Adventure, Crime",2015,tt2058673,5.3,67753,
"Love Under the Crucifix",movie,"Drama, Romance",1962,tt0203751,6.8,321,
"Kiba: Ankoku kishi gaiden",movie,"Action, Drama, Fantasy",2011,tt2075230,6.9,63,
"The Intern",movie,"Comedy, Drama",2015,tt2361509,7.1,292428,
Someday,movie,Drama,2011,tt1753965,6.9,84,
"Jinsei gekijô: Hishakaku",movie,Crime,1963,tt0057199,7.6,68,
"Tamako Love Story",movie,"Animation, Comedy, Drama",2014,tt3413018,7,3236,
"Detective Conan: The Sniper from Another Dimension",movie,"Action, Adventure, Animation",2014,tt3455204,6.7,1844,
"Vanished Girl in the Woods",movie,Horror,2011,tt2032506,5.3,106,
"Tora-san's Lovesick",movie,Comedy,1974,tt0071954,6.7,124,
"Alpha Alert",movie,"Crime, Drama, Horror",2013,tt2363181,4.7,1264,
"The Loyal 47 Ronin",movie,Drama,1958,tt0198371,7.3,356,
"Macross FB7 Listen to My Song!",movie,"Action, Animation, Music",2012,tt3709868,5.2,42,
"Man in Love",movie,"Drama, Romance",2014,tt3479250,6.9,1238,
"Paris Follies",movie,Comedy,2014,tt3104572,6.4,1069,
Carol,movie,"Drama, Romance",2015,tt2402927,7.3,148378,
"The Legend of Tarzan",movie,"Action, Adventure, Drama",2016,tt0918940,6.2,193161,
Monster,movie,"Action, Drama, Thriller",2014,tt3589450,6.4,1891,
"Gekijouban Tenisu no oujisama: Eikokushiki teikyujou kessen!",movie,"Animation, Sport",2011,tt1920939,6.8,54,
"Fantastic Beasts and Where to Find Them",movie,"Adventure, Family, Fantasy",2016,tt3183660,7.2,524325,
"Tom Segura: Completely Normal",movie,Comedy,2014,tt3500822,7.7,3216,
"A Liar and a Broken Girl",movie,"Drama, Romance",2010,tt1661309,5.2,487,
Scintilla,movie,"Horror, Sci-Fi",2014,tt2798456,4.6,2031,
"Wild Detective",movie,"Action, Crime, Drama",1976,tt2023831,6.4,57,
"Taken 3",movie,"Action, Thriller",2014,tt2446042,6,209972,
"Lupin the Third: The Gravestone of Daisuke Jigen",movie,"Action, Animation, Crime",2014,tt3830998,7.2,1097,
"Cheyenne Takes Over",movie,Western,1947,tt0039261,5.6,151,
"Hunting List",movie,"Action, Crime",1994,tt0111836,5.3,185,
"Tora-san's Lullaby",movie,Comedy,1974,tt0071955,6.2,107,
"American Ultra",movie,"Action, Comedy",2015,tt3316948,6.1,98264,
"8000 Miles 2: Girl Rappers",movie,"Comedy, Drama, Music",2010,tt1603370,5.9,69,
"SR: Saitama no rappâ - Rôdosaido no toubousha",movie,"Comedy, Drama, Music",2012,tt1739224,3.7,521,
"Where Spring Comes Late",movie,Drama,1970,tt0067296,7.6,305,
"Tora-san's Rise and Fall",movie,Comedy,1975,tt0073498,7,140,
Babysitting,movie,Comedy,2014,tt3013602,6.7,12718,
"Hunting Rifle",movie,Drama,1961,tt0055389,6.5,58,
"Shinjuku Swan",movie,"Action, Crime, Drama",2015,tt3148576,6,1302,
"Ani to sono imôto",movie,Drama,1939,tt0272450,6.8,89,
"Game of Seduction",movie,Drama,1976,tt0075369,5.1,206,
"Hope and Pain",movie,Drama,1988,tt0123789,6.6,67,
"Knock Knock",movie,"Crime, Thriller",2015,tt3605418,4.9,110099,
Yaju-deka,movie,"Action, Drama",1982,tt0135062,6.9,36,
"Tokumei Sentai Go-Busters: The Movie - Protect the Tokyo Enetower!",movie,"Action, Adventure, Sci-Fi",2012,tt2194402,6,47,
"18 Who Cause a Storm",movie,"Action, Crime, Drama",1963,tt0056836,6.7,161,
"The Incident",movie,"Sci-Fi, Thriller",2014,tt3528756,6.3,4767,
"The Obscure Spring",movie,Drama,2014,tt2360310,6,985,
"Zyuden Sentai Kyoryuger vs. Go-Busters: Dinosaur Great Battle! Farewell, Eternal Friends",movie,"Action, Adventure, Sci-Fi",2014,tt3295046,7.7,94,
"Alter Ego",movie,Horror,2002,tt0419979,4.8,125,
"Documentary of AKB48: No Flower Without Rain",movie,"Documentary, Music",2013,tt2476448,7.6,108,
Room,movie,"Drama, Thriller",2015,tt3170832,8.1,466930,
Shiosai,movie,"Drama, Romance",1975,tt0348003,5.9,68,
Homeland,movie,Drama,2014,tt2994962,6.8,112,
"Magic Mike XXL",movie,"Comedy, Drama, Music",2015,tt2268016,5.6,62571,
Mommy,movie,Drama,2014,tt3612616,8,63861,
"Wild Card",movie,"Action, Crime, Drama",2015,tt2231253,5.6,62302,
"Metro ni notte",movie,Drama,2006,tt0810085,6.2,195,
"Kamen Rider Wizard in Magic Land",movie,"Action, Adventure, Fantasy",2013,tt2952076,7.2,103,
"Kamen Rider V3 vs. Destron Mutants",movie,"Action, Adventure, Drama",1973,tt0156676,5.4,100,
Pan,movie,"Adventure, Comedy, Family",2015,tt3332064,5.7,68366,
"Ask This of Rikyu",movie,"Biography, Drama, History",2013,tt2500392,6.7,223,
"Kikaider: The Ultimate Human Robot",movie,Action,2014,tt3502284,5.5,165,
Arcana,movie,"Horror, Thriller",2013,tt2824006,5.1,127,
"Man on High Heels",movie,"Action, Drama",2014,tt3837196,6.6,1508,
"Tora-san, the Intellectual",movie,Comedy,1975,tt0073497,6.7,104,
"Happiness Charge Pretty Cure!: Ningyou no Kuni no Ballerina",movie,"Action, Adventure, Animation",2014,tt13386730,8.2,17,
"Space Battleship Yamato 2199: Odyssey of the Celestial Ark",movie,"Action, Animation, Drama",2014,tt3222236,7.1,213,
"The Similars",movie,"Horror, Mystery, Sci-Fi",2015,tt3949658,5.8,4481,
"Warau Iemon",movie,"Drama, Horror",2004,tt0399866,5.4,100,
"The Second Best Exotic Marigold Hotel",movie,"Comedy, Drama, Romance",2015,tt2555736,6.5,36878,
"Kamen Rider Agito: Project G4",movie,"Action, Adventure, Drama",2001,tt1967539,6.3,185,
"Pacific Rim: Uprising",movie,"Action, Adventure, Sci-Fi",2018,tt2557478,5.6,132540,
"Video Games: The Movie",movie,"Documentary, History",2014,tt3214002,6.1,5627,
Roommate,movie,"Drama, Horror, Thriller",2013,tt2998364,5.6,465,
Again,movie,Drama,2013,tt2349910,6.2,32,
"Kamen Rider Movie War the Fateful Sengoku Battle: Kamen Rider vs. Kamen Rider Gaim & Wizard",movie,"Action, Adventure, Fantasy",2013,tt3340098,6.9,91,
"A Hard Day",movie,"Action, Crime, Thriller",2014,tt3697626,7.2,17533,
"Mourning Recipe",movie,Drama,2013,tt2493456,6.4,137,
2:22,movie,"Drama, Mystery, Romance",2017,tt1131724,5.7,26543,
Obsessed,movie,Drama,2014,tt3303730,6.3,2767,
"Super Hero Taisen Kamen Rider feat. Super Sentai: Heisei Rider vs. Showa Rider",movie,Action,2014,tt3472586,6.3,173,
"Urutoraman Zofuii",movie,Sci-Fi,1984,tt0207175,5.7,44,
"Urutoraman sutori",movie,Sci-Fi,1984,tt0189169,6.4,83,
"The Last Survivors",movie,"Action, Sci-Fi, Thriller",2014,tt2558318,5.3,4029,
Skiptrace,movie,"Action, Adventure, Comedy",2016,tt2238032,5.6,23151,
"Devil Angel",movie,"Drama, Romance, Thriller",1995,tt0320109,5.1,165,
"Dead Angle",movie,"Action, Crime, Drama",1979,tt0079262,7,56,
"K: Missing Kings",movie,"Action, Animation, Fantasy",2014,tt3794204,6.8,1007,
"New Initial D the Movie: Legend 1 - Awakening",movie,"Action, Animation, Sport",2014,tt3971764,7.2,469,
"Love & Mercy",movie,"Biography, Drama, Music",2014,tt0903657,7.4,43843,
"The Program",movie,"Biography, Drama, Sport",2015,tt3083008,6.5,19935,
"An Eye for Beauty",movie,Drama,2014,tt2414040,5.5,1627,
"Samurai Sentai Shinkenger Returns: Special Act",movie,Action,2010,tt2365867,7.2,38,
